UNIQUE_ID,Hire
244979226,1.0
245254661,1.0
245186049,1.0
245122312,1.0
245081120,1.0
245086156,1.0
244984721,1.0
245056367,1.0
128131161,1.0
245146740,1.0
244956008,1.0
245032461,1.0
245000497,1.0
240626947,1.0
245175423,1.0
244953027,1.0
244984652,1.0
245130237,1.0
245207344,1.0
245070991,1.0
235944592,1.0
245090473,1.0
245178750,1.0
245256600,1.0
229824893,1.0
235093889,1.0
245226027,1.0
245156124,1.0
245016647,1.0
245187516,1.0
245174649,1.0
242791077,1.0
245106871,1.0
238849888,1.0
245155312,1.0
244410361,1.0
245012501,1.0
245150887,1.0
245086023,1.0
245117486,1.0
245051308,1.0
245125071,1.0
245116708,1.0
245108955,1.0
245005321,1.0
245037060,1.0
232295671,1.0
245225046,1.0
245047653,1.0
245060099,1.0
245255482,1.0
245265336,1.0
245180139,1.0
245051324,1.0
245160450,1.0
245055023,1.0
233995410,1.0
244985047,1.0
245166947,1.0
245067710,1.0
125092751,1.0
230177111,1.0
244984990,1.0
120075759,1.0
233263815,1.0
244848623,1.0
244292501,1.0
245237284,1.0
245127952,1.0
239280277,1.0
245079142,1.0
245200691,1.0
245118684,1.0
245171726,1.0
237271787,1.0
245041848,1.0
245167147,1.0
244967234,1.0
245216205,1.0
245242303,1.0
245001660,1.0
245087122,1.0
236428235,1.0
245007964,1.0
245180077,1.0
245235495,1.0
240019554,1.0
244947916,1.0
245124554,1.0
245136607,1.0
245170368,1.0
244985330,1.0
245205624,1.0
245254444,1.0
240764806,1.0
244964757,1.0
245130635,1.0
245067068,1.0
245152671,1.0
245161977,1.0
245052715,1.0
245179298,1.0
245037991,1.0
245041314,1.0
245089854,1.0
245061753,1.0
245067227,1.0
245090239,1.0
244786953,1.0
245017414,1.0
245155431,1.0
245111704,1.0
245196208,1.0
245064689,1.0
244942310,1.0
245156089,1.0
241665246,1.0
243179072,1.0
245128148,1.0
245208325,1.0
245225600,1.0
245151143,1.0
245060040,1.0
240552567,1.0
245066132,1.0
245134095,1.0
245012812,1.0
243373481,1.0
245113922,1.0
239567941,1.0
244950418,1.0
243405074,1.0
245212492,1.0
245057402,1.0
245061568,1.0
245073377,1.0
245120470,1.0
241109731,1.0
245219245,1.0
245179128,1.0
245192848,1.0
245135671,1.0
245074029,1.0
245083899,1.0
245093453,1.0
245032067,1.0
245036012,1.0
245151303,1.0
245181839,1.0
245247454,1.0
245098106,1.0
245225545,1.0
245065788,1.0
245057257,1.0
245093550,1.0
245124326,1.0
230702492,1.0
245202905,1.0
240204764,1.0
244290605,1.0
245096579,1.0
245078999,1.0
245087708,1.0
245107550,1.0
244936350,1.0
245134442,1.0
245185674,1.0
245087592,1.0
245060886,1.0
245119463,1.0
245156412,1.0
245221512,1.0
244981925,1.0
245109218,1.0
245154282,1.0
245140604,1.0
245216485,1.0
245084165,1.0
124621507,1.0
244961057,1.0
245078434,1.0
244242718,1.0
245166310,1.0
245065026,1.0
122813298,1.0
245241743,1.0
245071246,1.0
245241103,1.0
245074682,1.0
245085023,1.0
245229956,1.0
245222781,1.0
244965246,1.0
242123170,1.0
245175605,1.0
245109114,1.0
245089610,1.0
245117209,1.0
244964459,1.0
245226120,1.0
239789003,1.0
245112344,1.0
245085381,1.0
240843434,1.0
245087624,1.0
241817275,1.0
230257297,1.0
243422421,1.0
245175729,1.0
245063904,1.0
243092191,1.0
242977376,1.0
245067450,1.0
245216653,1.0
245172511,1.0
245081327,1.0
245061861,1.0
245115341,1.0
245151114,1.0
245134696,1.0
245140636,1.0
245091936,1.0
245185343,1.0
245112728,1.0
244956938,1.0
245073230,1.0
245151183,1.0
245063682,1.0
244963164,1.0
245102196,1.0
245020690,1.0
245047098,1.0
245185209,1.0
245080295,1.0
245180340,1.0
245079281,1.0
223891829,1.0
245097156,1.0
245207165,1.0
233207928,1.0
245164253,1.0
245230656,1.0
245240740,1.0
244958003,1.0
245035416,1.0
245172739,1.0
245171396,1.0
245264514,1.0
245119013,1.0
245151287,1.0
245075090,1.0
245059742,1.0
245180894,1.0
245123750,1.0
245116698,1.0
245159883,1.0
245106669,1.0
234416884,1.0
245220402,1.0
245101924,1.0
245097608,1.0
245191598,1.0
244973741,1.0
245229148,1.0
245085596,1.0
245119703,1.0
245118423,1.0
241960045,1.0
245021394,1.0
245151381,1.0
245042066,1.0
245156413,1.0
124627996,1.0
245147019,1.0
245134681,1.0
125354354,1.0
245122193,1.0
245123604,1.0
245128884,1.0
245150957,1.0
244968699,1.0
245207949,1.0
245206670,1.0
245231439,1.0
245032229,1.0
245073240,1.0
235501020,1.0
245026037,1.0
245085340,1.0
245229103,1.0
245235497,1.0
245177393,1.0
245098289,1.0
245048041,1.0
245278411,1.0
245090471,1.0
245231726,1.0
245194451,1.0
245064784,1.0
245213509,1.0
245091221,1.0
245120912,1.0
238101308,1.0
245127707,1.0
245146910,1.0
244988989,1.0
245037526,1.0
245161482,1.0
245177289,1.0
245207900,1.0
245113454,1.0
234622756,1.0
245129996,1.0
245141007,1.0
240261278,1.0
245140745,1.0
239634464,1.0
245112933,1.0
245100408,1.0
245074268,1.0
245256970,1.0
245064606,1.0
245160525,1.0
245226891,1.0
245192569,1.0
245155093,1.0
245117218,1.0
245242204,1.0
245118252,1.0
245151623,1.0
245231802,1.0
245091861,1.0
245252129,1.0
245013875,1.0
245160959,1.0
124928398,1.0
245146219,1.0
245118389,1.0
245152883,1.0
245090896,1.0
245166242,1.0
244977850,1.0
245100202,1.0
245109402,1.0
245067806,1.0
245123537,1.0
245048211,1.0
245115075,1.0
245205997,1.0
122590365,1.0
245108253,1.0
245207788,1.0
242261172,1.0
245219945,1.0
245109315,1.0
121280206,1.0
245191039,1.0
245140623,1.0
245152431,1.0
245103686,1.0
244963803,1.0
245069762,1.0
245256028,1.0
245096499,1.0
245220727,1.0
231595625,1.0
244989776,1.0
245161496,1.0
245144002,1.0
245060249,1.0
245047745,1.0
245072831,1.0
245145502,1.0
245196446,1.0
124901647,1.0
245173124,1.0
245084624,1.0
245125019,1.0
245145157,1.0
245159604,1.0
241798168,1.0
245034949,1.0
245101531,1.0
238475118,1.0
245067122,1.0
245011008,1.0
245061207,1.0
245109457,1.0
244989845,1.0
245130595,1.0
244418625,1.0
234317947,1.0
244956548,1.0
245151636,1.0
244945196,1.0
241840660,1.0
121638744,1.0
245114491,1.0
245180819,1.0
245123333,1.0
245178624,1.0
245237394,1.0
244954035,1.0
244973486,1.0
245115131,1.0
245114847,1.0
245256148,1.0
245177228,1.0
245123335,1.0
245113092,1.0
244992620,1.0
245066309,1.0
245047832,1.0
245066685,1.0
245075009,1.0
125388949,1.0
245043563,1.0
244973717,1.0
245010579,0.0
241373224,0.0
245051416,1.0
236247410,1.0
244935669,1.0
245097642,1.0
245092727,1.0
245091697,1.0
245141266,1.0
123437967,1.0
245146741,1.0
245120838,1.0
245037996,1.0
245094053,1.0
245133847,1.0
245074136,1.0
245136238,1.0
244950003,1.0
245135338,1.0
232487774,1.0
244738945,1.0
245134522,1.0
245041517,1.0
245274105,1.0
245100492,1.0
245097030,1.0
245095602,1.0
243359684,1.0
245254782,1.0
245245110,1.0
245133666,1.0
242526305,1.0
245187093,1.0
245160188,1.0
245207622,1.0
245145042,1.0
244986095,1.0
245087317,1.0
232320128,1.0
245250893,1.0
245113083,1.0
245192712,1.0
244929932,1.0
241829949,1.0
244932780,1.0
245130864,1.0
245177015,1.0
245201938,1.0
245021537,1.0
245180439,1.0
245011479,1.0
244975112,1.0
244954480,1.0
245200991,1.0
245047453,1.0
245179923,0.0
245212860,0.0
245119223,0.0
244982432,0.0
239470277,0.0
245120392,1.0
245201215,0.0
242291086,0.0
244931028,0.0
245254600,0.0
245247588,0.0
245164574,0.0
245030976,1.0
245171422,0.0
245061023,0.0
230985504,0.0
245237149,0.0
244973376,1.0
245003621,1.0
245155432,1.0
245198272,1.0
245175315,1.0
245140727,1.0
245016196,1.0
245154295,1.0
245030673,1.0
245190675,1.0
245047378,1.0
245181937,1.0
245155926,1.0
245114158,1.0
244964597,1.0
245091347,1.0
245014942,1.0
245144110,1.0
245032961,1.0
245129318,1.0
245090520,1.0
245205368,1.0
245095895,1.0
245129179,1.0
245164523,1.0
245166767,1.0
245084444,1.0
245009137,1.0
245119636,1.0
245150929,1.0
245140756,0.0
245073758,1.0
245022765,0.0
245216367,0.0
245246002,0.0
245103431,0.0
245065393,0.0
245107744,0.0
245128678,0.0
245139808,0.0
245159934,0.0
126237468,0.0
245169738,1.0
245086408,0.0
245127990,0.0
245128985,0.0
245261109,0.0
245124901,0.0
245041436,1.0
245241474,0.0
245100351,0.0
244963500,0.0
245109070,0.0
245012655,0.0
245123511,1.0
245147704,1.0
245055346,0.0
245141320,1.0
245205872,1.0
245085976,1.0
245014647,1.0
245016283,1.0
232300072,1.0
245121971,1.0
240362379,1.0
245274386,1.0
245080519,1.0
245122310,1.0
245046356,1.0
245146502,1.0
245081248,1.0
245188321,1.0
245091541,1.0
245031467,1.0
241918818,0.0
245023117,0.0
244964754,0.0
244629031,0.0
245170527,0.0
245146410,0.0
245101670,1.0
245162341,1.0
245155877,1.0
245103477,1.0
245002239,1.0
240552346,1.0
245124865,1.0
245135377,1.0
244456147,1.0
245120551,1.0
245074237,1.0
245172865,1.0
245256472,1.0
245229412,1.0
245230474,1.0
245138191,1.0
245230784,1.0
245202936,1.0
245150314,1.0
244256659,1.0
245181440,1.0
245206433,1.0
245084894,1.0
245043725,1.0
245036779,1.0
245192475,1.0
241793656,1.0
245187557,0.0
245196076,0.0
245043777,0.0
245030670,0.0
245251418,0.0
245093581,0.0
245118097,0.0
242843929,0.0
244973687,0.0
245107141,1.0
245135352,0.0
245173189,0.0
245118395,0.0
245150279,0.0
245171646,0.0
245074848,0.0
245120903,0.0
245095956,0.0
245041946,0.0
245241027,0.0
231316963,0.0
245146885,0.0
244988097,1.0
245200959,0.0
245179623,0.0
245129619,0.0
245060592,0.0
245202667,0.0
245150868,0.0
245134472,0.0
244987619,0.0
245091691,0.0
245121012,0.0
244964786,0.0
245069561,0.0
245090795,0.0
242701989,0.0
245202601,0.0
245002975,1.0
245150348,0.0
245051869,1.0
123184668,0.0
244942102,0.0
245226459,0.0
245259886,0.0
245156342,0.0
245134802,0.0
245050367,0.0
245010527,0.0
245181278,0.0
245219596,0.0
245198971,0.0
245199044,0.0
242188546,0.0
245103244,0.0
245226345,0.0
245172585,0.0
245192684,0.0
245151105,0.0
124985082,0.0
245196921,0.0
236256324,0.0
245087156,0.0
245248745,0.0
244948305,0.0
234569735,0.0
122181336,0.0
245073537,0.0
245166647,0.0
245166668,0.0
221400030,0.0
245205410,0.0
245140866,0.0
245080503,0.0
245120372,1.0
230765516,0.0
245073261,0.0
245113392,0.0
245014871,0.0
245098206,0.0
245081525,1.0
245089635,0.0
245152535,0.0
244985227,0.0
244986043,0.0
244149863,0.0
245100816,0.0
245211165,0.0
245133657,0.0
245250765,1.0
241584254,0.0
245113597,0.0
244952880,0.0
245055561,0.0
245187809,0.0
245171170,1.0
245090400,0.0
245006306,0.0
245118383,0.0
245047872,0.0
245089503,1.0
245089708,0.0
245057597,0.0
244998849,0.0
234923118,0.0
245247459,0.0
245130042,1.0
245139485,0.0
244334408,1.0
242488466,0.0
245156010,1.0
245197190,0.0
245119174,1.0
244963250,1.0
244993302,0.0
245061210,0.0
242806835,0.0
245156612,0.0
245074708,0.0
129477105,0.0
245060640,0.0
245136733,0.0
245216837,0.0
122558527,0.0
245190111,0.0
245150741,0.0
245003436,1.0
244954629,0.0
245170080,0.0
245032943,0.0
245190894,0.0
238621378,0.0
245194874,0.0
244565048,0.0
245277883,0.0
244967661,0.0
245113526,0.0
245255599,0.0
245052904,0.0
245162135,0.0
242301971,1.0
245093341,0.0
244941091,1.0
245134600,0.0
244952906,1.0
245116376,0.0
245087223,0.0
245113460,1.0
241462525,0.0
245096473,0.0
245107285,0.0
244922410,0.0
245150592,1.0
245064598,0.0
244960493,0.0
244940560,1.0
245095913,0.0
245119710,1.0
245122249,0.0
240101779,0.0
244797505,0.0
244955263,0.0
244965314,0.0
244961453,1.0
245246877,0.0
245145274,0.0
245151791,0.0
125237367,0.0
245196918,0.0
245091927,0.0
245085940,0.0
245046454,0.0
245155518,0.0
245062316,0.0
243052588,0.0
244953979,0.0
244622038,1.0
245177051,0.0
245101449,0.0
245098090,0.0
245170710,0.0
241658019,0.0
244936678,0.0
245205124,0.0
244987714,0.0
245255189,0.0
245180938,0.0
245235335,0.0
245022065,1.0
245144422,1.0
245146365,0.0
245129317,0.0
245033540,0.0
245090277,0.0
245166762,0.0
245089362,0.0
245246377,0.0
245079631,0.0
245114465,0.0
245202492,1.0
245087423,0.0
245252182,0.0
245122410,0.0
238233850,0.0
245041899,0.0
245037789,0.0
245170498,0.0
245021850,0.0
245171114,0.0
245118273,0.0
245021228,1.0
244935360,0.0
245247256,0.0
230879656,0.0
245046588,0.0
122773960,0.0
238279727,0.0
245252169,1.0
245267706,0.0
240271624,0.0
245190787,0.0
245251641,0.0
245192889,0.0
245117471,0.0
245264325,1.0
239031344,1.0
245093075,0.0
245070668,1.0
244999226,1.0
244984511,1.0
245066388,1.0
245224560,1.0
245112963,1.0
245136184,1.0
245136296,1.0
245217109,1.0
245139839,1.0
245141794,1.0
245118453,1.0
245103651,1.0
245165299,1.0
245240017,1.0
244987909,1.0
245156732,1.0
245089960,1.0
245121728,1.0
245085137,0.0
245074048,0.0
245184490,0.0
245084401,0.0
245124821,0.0
245086271,0.0
245177193,0.0
245007355,0.0
245108003,0.0
242196579,0.0
245074086,0.0
245085027,0.0
232817673,0.0
245270023,0.0
245000430,0.0
244944677,0.0
245075354,1.0
245176018,1.0
245213755,0.0
245098322,0.0
245248463,0.0
245156058,0.0
245121180,0.0
245199141,0.0
245059313,0.0
244978580,0.0
244941406,0.0
245201797,0.0
245174854,0.0
245123100,1.0
245180089,0.0
245070748,0.0
244945818,1.0
245084724,0.0
245101605,1.0
245187397,0.0
245207750,0.0
245091525,0.0
242468404,0.0
244672074,1.0
245174597,0.0
245246968,0.0
245185367,0.0
244953974,0.0
245185960,0.0
245133964,0.0
245211320,0.0
245180279,0.0
245275151,0.0
245096861,0.0
245118882,0.0
245161039,0.0
245176806,0.0
245096268,0.0
245100745,0.0
245156067,0.0
245012439,0.0
245048395,0.0
245100385,0.0
245152377,1.0
245160307,0.0
245169673,0.0
239510958,0.0
245150052,1.0
245231599,0.0
245074781,0.0
245107217,0.0
245106815,0.0
245083457,0.0
245048477,0.0
245073348,0.0
245140443,0.0
245035593,0.0
245219469,1.0
245205740,0.0
245147681,0.0
245074400,1.0
245140224,0.0
245121494,0.0
244962788,0.0
245205218,1.0
245170137,1.0
245220483,1.0
245148619,1.0
232228141,1.0
229966157,1.0
245140334,1.0
245093945,1.0
245130013,1.0
231855156,1.0
245166127,1.0
240384991,1.0
245091243,1.0
245128274,1.0
245245339,1.0
245078767,1.0
245116930,1.0
129161617,1.0
244972286,1.0
245134970,1.0
245037781,1.0
245140585,1.0
245102932,1.0
235475168,1.0
245063389,1.0
245001310,1.0
245269761,1.0
245219223,1.0
245236393,1.0
245251766,1.0
245165251,1.0
245107593,1.0
244968934,1.0
245142086,1.0
245063868,1.0
245114523,1.0
245184952,1.0
245205287,1.0
245235202,1.0
245100523,1.0
245191255,1.0
245070807,1.0
245051138,1.0
233953832,1.0
242442413,1.0
245081153,1.0
245085101,1.0
245260480,1.0
245120591,1.0
245056384,0.0
245170713,0.0
245146183,0.0
245226474,0.0
245144600,1.0
245159960,0.0
245213749,0.0
245229389,0.0
245097154,0.0
244967871,0.0
245186480,0.0
245080023,0.0
245043520,0.0
245057166,1.0
245173085,0.0
245169410,0.0
245242085,0.0
245080312,0.0
245133532,0.0
245187810,0.0
245152191,0.0
245159806,1.0
245252532,0.0
245174838,0.0
245040835,0.0
245084090,1.0
245181738,0.0
244965040,1.0
245060567,0.0
244964866,0.0
245248001,0.0
245147039,0.0
245087440,0.0
245179804,0.0
234625315,0.0
244982051,0.0
245016686,0.0
245078565,0.0
238256517,0.0
125203157,0.0
245122625,0.0
245138635,0.0
245146753,0.0
245107646,0.0
245224891,1.0
245220239,1.0
245086741,0.0
245145984,0.0
245028109,0.0
244984666,0.0
245241740,0.0
243360854,0.0
245062205,0.0
245212307,0.0
245181756,1.0
245100424,0.0
245037321,0.0
245152181,0.0
245096689,1.0
244960543,0.0
245102058,0.0
245055109,0.0
245031795,0.0
245202234,0.0
245074281,0.0
244957715,0.0
245136246,0.0
244968407,0.0
245038356,0.0
245139130,1.0
245150214,1.0
245043129,1.0
125521028,1.0
245112571,1.0
245000799,0.0
245123847,0.0
244944520,0.0
241553650,0.0
245206971,0.0
245181480,0.0
245091511,0.0
245252280,0.0
245042256,0.0
245087239,0.0
245127156,0.0
245167001,0.0
238425165,0.0
245036486,0.0
245127307,0.0
238720469,0.0
245108449,0.0
245116564,1.0
245147147,0.0
245135068,1.0
245090787,1.0
245028455,1.0
245205790,0.0
245190737,0.0
245196790,0.0
245205747,0.0
244978941,0.0
245037592,0.0
245152473,1.0
244959495,0.0
245136104,0.0
244949631,1.0
245108719,1.0
245035555,0.0
245205873,0.0
245170988,0.0
245085229,0.0
244980762,1.0
245102374,0.0
245103573,0.0
245089077,0.0
245207849,0.0
245151275,1.0
245201275,0.0
245050180,0.0
245201579,0.0
230276302,0.0
245196193,1.0
245114154,1.0
241794266,0.0
245171499,0.0
245205853,1.0
245027772,0.0
245186493,0.0
242971061,0.0
245162284,0.0
245203249,0.0
245075748,1.0
245140220,0.0
245262908,0.0
245196172,0.0
122883674,0.0
245259279,0.0
245156232,0.0
245129336,1.0
241891531,0.0
245151535,0.0
245067578,0.0
245201090,0.0
245211814,0.0
128601644,0.0
245140829,0.0
245169755,1.0
245169047,0.0
241411185,0.0
245075803,0.0
245121376,0.0
245125053,0.0
242922263,0.0
245017841,0.0
126081686,1.0
245140094,0.0
245092129,0.0
245067304,0.0
245129244,0.0
123172385,0.0
245060833,0.0
245196496,0.0
245226193,0.0
245106823,0.0
245091726,0.0
245142043,0.0
245065075,1.0
245128153,0.0
245033331,0.0
245194959,0.0
244762809,0.0
245252764,1.0
245207890,0.0
245211823,0.0
245234641,0.0
233243321,0.0
243030975,0.0
245093276,0.0
244964674,0.0
245101926,0.0
245106722,1.0
245240363,0.0
245185675,1.0
245021713,0.0
245198458,0.0
245185835,0.0
245052320,0.0
244940102,0.0
245086374,0.0
245118006,1.0
245124335,0.0
245090685,0.0
245042580,0.0
244985666,0.0
245219383,0.0
244983010,0.0
245174884,0.0
244993004,0.0
244286331,0.0
245002813,0.0
244964621,0.0
245190910,0.0
245142238,0.0
245175597,0.0
244968548,0.0
245059583,0.0
245086472,0.0
242594670,0.0
244894953,0.0
244988033,0.0
245180277,0.0
245170549,0.0
245174611,0.0
233968011,0.0
245097023,0.0
244967034,0.0
245035564,0.0
245144430,0.0
245256078,0.0
245176103,0.0
245056755,0.0
245155707,0.0
244979023,0.0
245202305,0.0
245154486,0.0
238465003,0.0
245124796,0.0
245207096,0.0
245123647,0.0
242998488,0.0
240880229,0.0
245255547,0.0
245152109,0.0
235562614,0.0
245202809,0.0
245043801,0.0
245040558,0.0
245178893,0.0
245130673,0.0
245202932,0.0
245036780,0.0
128532209,0.0
244909050,0.0
245119476,0.0
245229080,0.0
244954193,0.0
125736637,0.0
245122787,0.0
245061426,0.0
245091455,0.0
245107110,0.0
245112739,0.0
235440469,0.0
245107606,0.0
245075618,0.0
245199183,0.0
245047166,0.0
245211665,0.0
245085350,0.0
245202890,0.0
245122170,0.0
245212568,0.0
244917891,0.0
245192846,0.0
237637272,0.0
245030186,0.0
245087527,0.0
245154603,0.0
245040501,0.0
245097521,0.0
245186294,0.0
244956854,0.0
245187396,0.0
245226499,0.0
244933794,0.0
245128977,0.0
241500563,0.0
245117167,0.0
242790065,0.0
245152617,0.0
245241848,0.0
245093334,0.0
245037735,0.0
245196374,0.0
126007443,0.0
245140686,0.0
245219180,0.0
245096597,0.0
245098177,0.0
245044396,0.0
244936722,0.0
245101773,0.0
245055627,0.0
244999025,0.0
241808166,0.0
235895677,0.0
245085657,0.0
245073705,0.0
245138831,0.0
245221012,0.0
245130601,0.0
123852080,0.0
245099705,0.0
245203040,0.0
245067471,0.0
245187004,0.0
237781221,0.0
245202067,0.0
245127441,0.0
245152331,0.0
228615774,0.0
245202214,0.0
245230833,0.0
245272968,0.0
230044120,0.0
245202457,0.0
245145579,0.0
242180092,0.0
245028247,0.0
245120501,0.0
245144803,0.0
236045848,0.0
245144949,0.0
245123814,0.0
245041630,0.0
245141549,0.0
245156599,0.0
123005167,0.0
245206266,0.0
244991125,0.0
245235743,0.0
245044435,0.0
245216758,0.0
245141179,0.0
245186678,0.0
244972267,0.0
245002178,0.0
245144615,0.0
245180976,0.0
244931198,0.0
245138725,0.0
245229179,0.0
245112420,0.0
245190028,0.0
245176277,0.0
