UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,SJ_Time_1,SJ_Time_2,SJ_Time_3,SJ_Time_4,SJ_Time_5,SJ_Time_6,SJ_Time_7,SJ_Time_8,SJ_Time_9,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,Scenario1_Time,Scenario2_Time,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Total_9_score,hasPerf,SJ_Sum,pred_high_perf,Filled_High_Performer
244975130,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,49.0,52.0,91.0,49.0,25.0,42.0,37.0,48.0,48.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.25,3.0,3.0,3.0,4.5,2.0,2.5,1.0,1.25,2.25,1.0,2.25,1.0,2.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.0,1.0,1.0
245075681,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,7.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,1.0,6.0,2.0,1.0,70.0,52.0,38.0,37.0,38.0,48.0,30.0,47.0,101.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,5.5,1.0,3.25,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,12.0,1.0,1.0
244979128,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,3.0,6.0,5.0,1.0,2.0,3.0,2.0,8.0,2.0,7.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,1.0,23.0,21.0,27.0,49.0,22.0,37.0,20.0,53.0,46.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.25,4.25,2.0,2.25,1.75,2.0,2.0,2.5,2.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,10.0,0.0,1.0
244988831,4.0,3.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,89.0,42.0,50.0,86.0,38.0,91.0,83.0,51.0,165.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,4.0,2.75,2.5,3.0,3.5,1.75,2.357142857142857,1.5,1.75,3.25,2.2142857142857144,2.75,-1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,12.0,1.0,1.0
242349691,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,7.0,4.0,7.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,6.0,5.0,2.0,47.0,71.0,37.0,132.0,89.0,64.0,39.0,51.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,110.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.75,2.25,2.75,2.5,4.75,1.0,2.5,1.0,1.25,2.25,1.75,2.0,2.0,1.0,2.0,1.0,1.0,1.0,-1.0,2.0,1.0,1,10.0,0.0,1.0
245171683,4.0,3.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,7.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,1.0,58.0,40.0,89.0,82.0,52.0,94.0,37.0,79.0,71.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,123.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,3.25,2.0,1.75,5.25,1.0,1.25,1.0,1.25,1.0,1.0,1.25,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1,3.0,0.0,1.0
245109714,4.0,4.0,4.0,3.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,7.0,7.0,3.0,1.0,418.0,143.0,69.0,159.0,41.0,104.0,111.0,107.0,61.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0357142857142856,3.25,3.0,1.75,2.25,4.607142857142857,1.75,2.75,1.2142857142857142,1.75,2.5,3.0,1.5,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1,11.0,0.0,1.0
121031960,3.0,4.0,4.0,5.0,5.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,3.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,1.0,51.0,36.0,75.0,33.0,32.0,21.0,32.0,26.0,199.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.75,3.75,2.0,4.0,4.25,1.5,2.0,1.75,1.0,1.75,3.0,2.75,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1,10.0,1.0,1.0
245112083,3.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,7.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,5.0,1.0,187.0,96.0,102.0,45.0,65.0,67.0,42.0,37.0,112.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,85.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,3.25,5.75,1.0,1.75,1.0,1.0,1.0,1.0,2.25,-1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,1,8.0,1.0,1.0
245012814,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,81.0,22.0,360.0,34.0,185.0,48.0,60.0,646.0,45.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,85.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.5,2.75,2.75,3.25,4.75,2.0,3.75,1.0,1.5,1.75,1.25,1.75,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,-1.0,1,11.0,1.0,1.0
245037777,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,5.0,1.0,70.0,123.0,137.0,125.0,125.0,127.0,49.0,104.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,143.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.75,4.0,5.0,1.5,2.0,1.0,1.0,1.5,1.75,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1,11.0,1.0,1.0
239673529,4.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,4.0,7.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,6.0,7.0,1.0,66.0,77.0,52.0,56.0,64.0,35.0,46.0,29.0,39.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,96.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,3.25,2.25,1.5,5.0,1.0,1.5,1.25,1.0,2.0,1.0,1.25,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1,10.0,1.0,1.0
245145426,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,7.0,7.0,2.0,1.0,97.0,87.0,71.0,100.0,149.0,96.0,66.0,107.0,155.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,80.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.5,3.5,2.5,4.5,1.0,1.75,1.0,2.25,4.0,1.0,1.75,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1,9.0,1.0,1.0
245196662,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,2.0,3.0,1.0,157.0,127.0,149.0,143.0,29.0,182.0,66.0,117.0,258.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.25,3.75,1.0,1.0,5.5,1.0,2.75,1.0,1.0,3.0,1.0,2.25,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,14.0,1.0,1.0
245020933,5.0,4.0,4.0,5.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,86.0,36.0,78.0,113.0,25.0,32.0,33.0,52.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.0,3.25,2.0,1.5,4.5,1.5,3.0,1.25,1.75,3.0,1.5,2.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1,12.0,0.0,1.0
245191637,5.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,3.0,6.0,3.0,1.0,2.0,3.0,1.0,5.0,6.0,4.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,6.0,4.0,1.0,29.0,34.0,37.0,34.0,17.0,25.0,19.0,40.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5,2.25,2.0,3.0,4.5,1.5,2.75,1.0,2.0,2.75,1.75,2.25,-1.0,2.0,0.0,-1.0,2.0,1.0,2.0,1.0,0.0,1,6.0,0.0,1.0
