UNIQUE_ID,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,SJ_Time_1,SJ_Time_2,SJ_Time_3,SJ_Time_4,SJ_Time_5,SJ_Time_6,SJ_Time_7,SJ_Time_8,SJ_Time_9,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,Scenario1_Time,Scenario2_Time,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Total_9_score,Overall_Rating,hasPerf
244994904,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,7.0,4.0,2.0,1.0,76.0,61.0,63.0,58.0,39.0,73.0,33.0,70.0,82.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,224.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.75,1.0,4.0,6.0,1.0,3.5,1.0,1.0,1.0,1.0,2.5,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,0
244991647,2.0,3.0,7.0,1.0,2.0,1.0,2.0,7.0,2.0,7.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,57.0,76.0,167.0,51.0,32.0,74.0,38.0,66.0,95.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,44.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.5,3.0,3.5,2.5,3.5,1.0,1.25,1.0,1.5,2.25,1.0,1.75,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,0
245185380,1.0,1.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,1.0,134.0,182.0,120.0,123.0,75.0,170.0,76.0,122.0,262.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,125.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.75,2.5,1.5,1.75,3.75,1.75,3.0,1.25,1.75,3.5,2.25,2.75,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,,0
245091989,2.0,1.0,2.0,6.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,7.0,1.0,52.0,75.0,81.0,44.0,25.0,19.0,117.0,32.0,58.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.25,3.25,1.0,3.5,4.25,1.0,3.25,1.0,1.0,1.0,1.0,1.75,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,,0
245096151,4.0,7.0,4.0,6.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,7.0,2.0,5.0,1.0,106.0,48.0,157.0,54.0,31.0,33.0,43.0,70.0,57.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,137.0,117.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.75,2.25,3.75,1.5,4.75,2.5,1.75,1.25,2.0,3.75,2.0,2.25,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,,0
245079388,3.0,4.0,1.0,7.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,7.0,3.0,1.0,78.0,41.0,54.0,73.0,35.0,25.0,32.0,35.0,41.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,36.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,2.5,1.0,1.25,5.0,1.0,2.5,1.0,1.5,4.0,1.75,2.25,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,0
240065100,1.0,6.0,5.0,4.0,3.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,36.0,42.0,71.0,61.0,54.0,25.0,183.0,40.0,50.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,37.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,2.75,1.25,2.5,4.75,2.25,2.0,1.25,1.25,1.0,1.5,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,,0
245144704,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,1.0,1.0,52.0,45.0,50.0,151.0,57.0,42.0,28.0,37.0,56.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.5,4.0,1.0,1.75,5.25,1.0,2.5,1.0,1.0,1.75,1.0,1.5,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,0
245026619,2.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,41.0,35.0,57.0,48.0,39.0,37.0,24.0,37.0,62.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,83.0,104.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,5.0,2.5,3.5,3.25,1.0,3.25,3.75,1.0,4.0,1.0,1.0,1.75,1.75,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,0
244961199,3.0,1.0,3.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,42.0,31.0,76.0,85.0,16.0,22.0,36.0,35.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,2.75,2.25,2.0,1.5,4.5,1.5,1.75,1.0,2.25,2.75,1.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,0
244997505,1.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.142857142857143,1.0,127.28571428571429,32.42857142857143,27.0,38.0,93.0,22.0,25.0,29.0,57.0,0.42857142857142855,0.42857142857142855,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.2857142857142857,0.5714285714285714,1.0,1.0,0.0,1.0,1.0,0.0,1.0,36.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.25,2.5,4.0,5.75,1.0,2.5,1.25,1.0,2.0,1.0,2.0,0.7142857142857142,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,,0
245085194,2.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,7.0,7.0,5.0,1.0,42.0,52.0,49.0,60.0,17.0,47.0,28.0,46.0,89.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,62.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.25,1.0,5.0,1.5,3.0,1.0,1.75,3.25,2.75,2.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,,0
245229461,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,7.0,5.0,3.0,1.0,87.0,164.0,93.0,212.0,83.0,87.0,149.0,142.0,274.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.75,1.75,2.5,4.5,1.75,2.75,1.5,1.75,2.0,2.25,2.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,,0
245192188,2.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,7.0,7.0,3.0,1.0,29.0,25.0,43.0,40.0,24.0,17.0,19.0,20.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,145.0,86.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.25,2.75,3.75,1.75,3.25,1.25,2.5,1.0,2.25,3.25,3.25,2.75,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,,0
240788520,1.0,3.0,5.0,3.0,2.0,1.0,1.0,7.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,40.0,35.0,48.0,44.0,37.0,73.0,73.0,67.0,68.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,3.75,1.0,2.0,4.75,1.0,1.75,1.0,1.5,2.0,1.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,0
245206968,4.0,1.0,2.0,6.0,2.0,2.0,2.0,4.0,2.0,3.0,1.1428571428571428,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,30.0,29.0,79.0,21.0,26.0,55.0,16.0,19.0,36.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.25,1.75,2.0,1.25,3.75,2.0,1.75,1.25,1.75,3.25,3.0,3.75,1.0,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,0.0,,0
245061530,3.0,3.0,5.0,1.0,2.0,3.0,3.0,8.0,4.0,6.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0,78.0,120.0,114.0,68.0,48.0,52.0,49.0,98.0,179.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,138.0,176.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,3.25,1.25,1.75,4.25,1.0,1.5,1.0,1.0,1.0,1.0,3.25,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0
245216887,2.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,58.0,40.0,32.0,49.0,27.0,29.0,29.0,35.0,44.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.75,2.5,1.5,1.0,4.75,1.0,3.0,1.5,1.25,2.5,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,,0
245152282,3.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,7.0,7.0,3.0,1.0,42.0,23.0,57.0,74.0,25.0,17.0,16.0,53.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,2.75,3.0,3.0,2.0,3.5,2.25,3.0,2.0,1.75,2.75,2.0,2.25,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,1.0,1.0,,0
242906329,2.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,47.0,134.0,32.0,274.0,245.0,161.0,24.0,41.0,68.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.75,4.0,1.0,3.0,4.75,1.0,2.75,1.0,1.0,2.75,1.0,2.25,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0
245061918,3.0,1.0,2.0,7.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,7.0,7.0,5.0,1.0,87.0,30.0,28.0,58.0,37.0,55.0,33.0,68.0,53.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.25,2.5,3.0,2.25,4.25,1.5,3.25,1.5,2.5,3.5,3.75,2.25,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,0
245108959,3.0,1.0,6.0,7.0,1.0,4.0,3.0,1.0,7.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,7.0,7.0,3.0,1.0,44.0,79.0,75.0,47.0,39.0,69.0,42.0,42.0,66.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,38.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3.5,2.5,1.0,1.0,4.75,1.0,1.5,1.0,2.25,4.0,1.75,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,,0
245112638,1.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,4.0,1.0,167.0,176.0,71.0,277.0,94.0,64.0,215.0,84.0,174.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,71.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.75,4.0,1.5,1.75,4.25,1.0,2.5,1.5,1.5,3.0,2.5,2.75,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,,0
