UNIQUE_ID,Hire
245252764,0
245175423,1
245247588,1
242288245,1
245109100,0
245074086,0
245033630,1
245265140,0
245061918,1
245017841,1
245178893,1
245062199,1
244945589,0
245066239,1
245153046,0
245251766,1
245166127,1
245052904,0
244947722,1
245082142,0
245205015,0
245095777,0
245264514,1
245109224,0
245000430,1
245056367,1
244935805,0
245144693,1
245120903,1
245156067,0
245060833,1
245119636,1
245128977,0
245097228,0
245156010,1
245087624,1
245085194,1
245196443,0
245118389,1
245185113,1
245229179,0
245091347,0
245187838,0
244953146,1
244960493,0
245118260,1
245231409,1
245043116,1
245174884,1
245246002,1
245146885,1
245078434,1
245247459,1
245129996,0
245230120,0
244932780,1
245042580,0
245187705,1
245170685,1
245180819,0
245127156,0
245173085,1
245101449,0
245008235,1
245064689,0
245241474,0
245140094,1
245127952,1
125746000,1
245102196,1
245048477,1
238465003,1
245134725,1
245079631,0
245180279,1
245234641,1
245089960,0
244991125,1
245169510,0
245206667,1
245118882,1
245057464,0
245171593,0
245130601,0
245254600,1
245005321,1
245091492,0
244956008,1
245057767,0
244957163,1
245175605,0
245170988,1
245151303,0
245124796,1
245070148,0
245147019,0
245090896,1
245147827,0
245155678,0
245070671,0
245180098,0
245165681,1
245057257,1
245155919,1
245041843,0
245112933,1
245185960,1
245254782,1
245037592,0
245161299,1
245084401,1
244992620,0
245241642,1
245028247,1
245226688,0
245000497,1
245152473,1
244982626,1
245061530,0
245205872,0
245084165,1
245170901,0
245260675,0
242594670,0
245147024,0
245036012,1
245091951,1
245151535,1
245097154,1
245230784,1
245192712,1
245154486,1
245199141,0
245074816,1
245170368,1
245116930,0
245091861,0
245112963,0
245114491,1
245196796,1
245098289,1
245180077,1
245207096,1
245121180,1
244935111,0
245229020,0
245087440,1
245166714,1
245171693,1
245098090,1
245033540,0
245066388,1
245129318,0
245111600,1
245150901,0
230044120,1
245254661,1
245096473,0
245226474,0
245145502,0
245133964,0
245055561,0
245113613,1
245075090,0
245180894,1
245124778,0
245229412,1
245085350,1
245246968,1
245026053,0
245120912,1
245015823,1
245127407,1
245060967,1
245036486,1
245166636,1
245022065,0
245154295,0
245097521,1
244979023,1
245205581,0
245087527,0
244954494,0
245202601,1
242180092,0
245192112,1
245155605,0
245090631,1
245174637,0
245096767,0
245062205,0
245100424,0
245167363,1
245113645,0
245013840,0
245060970,0
245139839,1
245202214,1
245063581,1
245165790,1
245129377,1
245141007,0
245202936,0
245100202,0
245114880,0
245186678,0
245090239,0
245140604,1
245048211,1
245105628,1
245120380,1
244964512,0
245096766,0
245195133,0
245139710,1
245109402,1
245124865,0
245080585,0
245229080,0
245036746,1
245012886,0
245079281,1
245211118,1
245216653,0
245090277,1
245101605,0
244964621,0
245074708,1
245160769,0
245087253,1
240101779,1
245181078,0
245160514,1
245109070,1
245181016,0
245213749,1
245264854,0
244989776,0
244945959,1
245194874,1
245117013,1
245229148,1
245154366,0
245178745,1
245195558,0
245125071,1
245124901,1
245090787,1
245212369,0
245033117,0
245016686,0
245185343,1
245123814,0
245237149,1
245107285,1
245126833,0
245160307,1
236698490,1
245060592,0
245205961,0
245033331,0
245108719,0
245081248,1
245181756,1
245028135,1
245032943,0
244987431,1
245212860,1
244922410,1
245036779,0
245174838,1
245067678,1
245185718,1
245155707,1
244786953,1
245203329,1
245142107,1
245152705,0
245046356,1
245052255,1
245181576,1
245118395,0
244954960,1
245012501,1
245118006,1
244286331,0
244956347,1
245205124,0
245043777,1
245167380,1
245180439,1
245042066,1
245202774,1
244985780,1
242331177,0
245107170,1
245169047,1
245152109,1
245112638,1
245015148,1
245085657,0
245150887,1
245142086,1
245172585,1
245181278,0
245140636,1
244949631,0
245051138,1
245252532,1
245133847,1
245231802,0
245256600,1
245074836,0
245140585,1
244998736,1
244998661,0
245201579,1
245186493,0
245100656,0
245060681,0
245117471,0
245177015,1
245155695,1
245135377,0
232320128,1
245152512,1
239789003,0
245067068,1
245046454,1
245085976,1
245186294,1
245093227,1
245103244,1
245073284,0
245167141,0
245141549,1
245150279,0
245146365,1
245150957,1
245014871,0
122369165,0
245139897,1
245073783,0
245114158,0
245098061,0
245146406,0
245107593,1
245246877,0
245014647,1
245219469,0
245115128,1
245207131,1
245176103,0
245079142,0
245217086,0
245041630,0
245200959,1
244988033,0
245256148,1
245097030,1
245169787,1
245207788,1
245140623,1
245202890,1
245032461,1
245060040,0
245068278,1
245091936,0
245256028,1
245197287,0
245171726,1
245156599,0
245135578,1
245144562,1
122590365,1
239173408,1
245080593,0
241013620,0
245187557,0
245091525,1
245146550,1
245002512,1
239474138,0
245162263,0
245176733,0
245123750,1
245144743,0
245151791,1
245095956,1
245032916,1
245056384,1
245130635,1
245145579,0
245235743,0
245119463,1
245128464,1
245103573,1
245128884,0
245037672,1
244998858,0
245248495,0
245138831,1
245113526,1
245040289,0
245037060,1
245161039,0
245096683,1
245051032,0
245013968,0
244936678,0
241427297,0
245040501,1
245148020,1
245120501,1
244973717,1
244968407,1
245204977,0
244988909,1
245256472,1
239601948,1
241840660,1
245180938,1
244797505,1
244985872,0
245078767,0
242442413,0
245085490,0
245117486,1
245048041,0
245122312,0
245051308,0
244909050,1
245108449,1
245231726,1
244985764,0
245092129,1
245124821,1
245150844,0
245145198,0
245085027,1
245171499,0
244957600,1
245196446,1
245069812,0
245159824,1
245184928,1
245121012,1
245152282,1
244982113,0
245213509,1
245066035,1
244588530,0
245186049,1
245071246,1
245152751,0
245096689,1
245192848,1
245136104,0
245242184,0
244988097,1
245041333,0
245241848,1
245152666,1
245174423,1
245225855,1
245205740,1
245065075,0
244987651,1
245147039,1
245136238,1
244256659,1
245120591,0
245112222,1
245021713,1
245052007,0
245111704,0
245033005,1
245205997,1
245117167,1
245028455,1
245051329,0
245080312,1
245128153,0
245139317,1
245064642,1
125237367,1
245041848,1
245087708,1
244965246,1
245152617,1
245012655,0
245267706,0
244514993,0
234596175,1
245136246,1
245021394,1
244985227,1
245093334,0
245144803,1
232487774,0
245035555,1
245151287,0
245151381,0
245146410,0
233953832,1
244629031,1
125637261,1
245198486,0
245055627,0
245094053,1
245080295,1
245192569,1
245181475,1
244958003,1
245028109,1
245167432,1
245036031,0
245085433,1
243391758,0
244953027,0
245219223,0
245208479,1
245172978,1
245040488,0
245016283,0
122813298,1
244948376,1
245187622,1
245098206,0
231415841,1
245123604,0
245119568,1
244964930,1
245226779,1
245022765,1
245095918,1
245241237,0
235264448,0
245103651,1
245181480,1
245057316,1
245113044,0
245012812,1
245155432,1
245175315,1
245181440,0
245235335,0
245073705,0
245166592,0
245174611,1
245152377,0
245120341,0
244957504,1
245174649,0
242575537,1
245191124,0
244984840,1
245207165,0
245176449,1
245118252,0
244969026,1
244944677,1
245099705,0
245047745,0
245115005,0
245120392,1
245144002,1
245175729,0
245042622,1
245090795,0
245216787,0
244968934,0
245086374,1
241798168,0
245190675,0
245161482,1
245090762,1
245091295,1
245196918,1
245202470,0
245080721,0
245224891,0
243405074,0
244989621,0
245196374,0
245122905,0
245144600,0
245121971,1
245130237,1
245124580,1
245231599,1
245206266,0
240008381,0
239583219,0
245108961,0
244965338,0
245169673,1
245201797,0
245191383,0
245152191,1
245190787,0
245160871,0
245207890,1
245113639,0
245228741,0
245140686,1
245087239,1
245128274,1
245140756,0
245026002,1
245040558,1
245025486,0
245114154,1
234569735,0
244988205,0
245129327,1
245052570,0
233098238,1
245140727,1
244961124,1
245190028,1
245051900,0
245010243,0
245023223,1
245130791,0
245073628,0
245084500,1
245220483,1
245109764,0
245096878,1
245118273,1
245096597,1
245152181,1
244967034,1
245121494,0
244931028,1
245181771,0
245206550,1
245073261,0
245247172,1
245225283,0
245096268,1
245196538,1
245186728,1
245186480,1
245117338,1
245123873,0
245225600,0
245211823,1
245140224,0
245130673,0
245155431,1
245113597,1
241774483,0
245041388,1
245144704,1
245206670,1
245133746,1
245196978,0
245048395,1
245152431,1
245102007,0
245127441,0
245245395,1
244965040,1
245140745,1
245124326,1
245160188,1
231733959,0
243359684,0
245101417,1
245092091,0
245205624,1
245152065,0
245108318,1
245086741,1
245063824,0
245113454,0
244968611,0
245116833,1
245076253,1
245235202,1
124928398,1
245146183,0
245074400,0
245117360,0
245156412,0
231316963,0
245150553,0
245202905,1
245097376,0
239394100,1
245074029,0
245118097,0
245211665,1
245127268,1
245205838,0
245129317,1
245205873,1
245141179,1
245224795,0
245252212,1
245236757,1
244984990,0
245075009,0
245196790,1
245187809,0
244945818,1
242188546,1
245090685,0
245120470,1
245165079,1
245213755,1
245196515,0
245113092,1
245014942,0
245142020,0
245151183,0
238696423,1
245247439,1
245206144,1
245135338,1
245050367,1
245187397,1
245197190,1
245192771,0
245225545,0
244972267,0
129236840,1
245192990,1
241220162,1
245206687,0
245152675,0
244967234,1
245107141,0
245140781,0
245085596,0
245176479,0
245140943,1
242129605,0
244994659,0
245043520,1
245144422,0
241500563,0
245211300,0
245166310,1
245248101,1
244966244,1
245216267,1
245073402,0
245164664,1
245178624,0
245067304,1
245146287,1
245176908,1
245150868,1
244989604,0
244672074,1
245070668,1
245097608,0
245161169,0
245180139,0
245261109,0
244986095,1
245195504,0
244154418,1
235593398,0
245074281,0
245122419,1
245113083,1
245166668,1
244937351,1
245152331,1
245202809,1
245139130,0
245176806,0
245150348,1
245057597,1
245195035,0
245011008,0
235501020,0
245016647,1
245181839,1
245173002,1
245199183,0
245092727,1
245173300,0
244988818,1
245173189,1
245111803,1
245269934,0
245205410,0
245075073,1
245127707,0
245205853,0
245026037,0
245074697,1
245070234,0
245144430,1
244945447,0
245139808,0
245100354,0
245093945,1
244955263,1
245122410,1
245107744,0
245027211,1
245112728,0
244936350,1
245175066,0
245150192,0
245191877,0
245222606,0
245242085,0
245252169,1
245037526,1
245107646,1
245274105,1
245057242,0
240880229,0
244964754,0
244961057,1
245056028,1
245013875,1
245226461,0
245065788,1
244963803,0
230765516,1
244999025,0
245009137,0
245208325,0
245067227,0
245196076,0
121734656,0
245122193,0
244947916,1
245090520,0
245044396,1
245159604,1
245102496,1
245155877,0
245211902,0
245113460,0
242938701,0
245106722,0
245198458,1
245109457,0
244952052,0
245089708,0
244964786,0
245165249,1
245123100,0
245220684,0
245075618,1
245032229,0
245047832,0
245145500,0
245012439,0
245044399,0
245060551,0
245220727,0
245003436,0
244968095,0
242445320,0
245102932,1
245177289,1
245155093,0
245067180,1
230510806,0
245101531,0
245221598,1
245195860,0
245118667,1
245032961,0
245085652,0
245073758,0
244964945,0
245184973,1
245152883,1
245123687,0
245179789,0
244984721,0
233207928,0
245216758,1
245080520,1
245196193,0
245175413,0
245069561,0
245063682,0
245241743,0
245002178,0
245093196,1
245046316,1
240843434,0
245141189,1
245200991,1
245207949,1
244965314,0
245186112,1
244972286,0
245198971,1
244952906,0
245065609,0
245202932,0
245010527,0
245211362,1
245207393,0
241109731,0
245021228,0
245080246,0
245240017,1
242791077,0
244992910,0
245142309,1
242196579,0
241829949,0
245255189,1
244994904,1
245135827,1
245097023,1
245269215,1
245116698,1
245108549,1
245207849,1
245185674,1
245114650,0
245250765,0
244894953,1
232300072,1
245192475,1
242806835,0
245242204,1
245107518,0
245125019,1
245142043,0
245114847,1
245134600,0
245130595,0
245030127,1
245122398,0
245064784,0
244231855,0
245155312,0
245140829,1
245051869,1
245174597,0
245166947,1
245151114,0
245252129,0
245109472,0
245052495,0
231577651,1
245171841,1
245073537,1
245078913,0
245109844,1
245207928,0
243026936,1
242790065,0
245084444,0
245216887,0
245154622,0
245156232,0
245167001,0
244942102,0
245222270,0
244973425,1
245095895,0
245100523,0
245219383,1
245256078,0
245134696,1
245151354,1
245047913,1
245150741,0
245127990,1
245102047,0
245056755,1
232817673,0
245181416,1
245114667,1
245073955,0
245093276,1
245226281,0
245074682,1
244974543,0
245091726,0
245241027,0
244418625,1
245229389,0
245187093,0
245080143,0
244622038,1
245244735,1
245195418,1
245229103,1
244953133,1
245075734,1
245093581,0
244960559,0
125388949,1
244954035,1
245091697,0
245140334,1
241338401,0
245091691,1
245252260,1
245151623,0
245187329,0
237637272,0
244963250,0
244985330,1
245216367,1
125984614,0
245259113,0
245146502,1
245121376,0
244930818,1
245191889,0
244950418,1
125329969,1
245060086,0
245171185,1
244959495,0
245190910,0
245169755,0
245159960,0
245087317,1
245130864,1
245096499,1
245151636,0
241808166,1
120075759,1
244945196,1
245165370,0
240552346,1
245164523,1
244940560,0
245136772,1
245041436,0
245035346,0
245086023,1
242261172,1
245255482,1
245177600,1
245144452,0
245220239,1
245074457,0
244987529,0
245154493,1
230985504,0
245051489,0
245107641,0
245093341,1
245213911,0
245072831,0
244941091,0
244998849,1
238849888,0
245272968,1
128131161,1
245151808,1
245116376,1
245006306,0
245147943,0
245066132,0
244958839,1
245170509,0
245261354,0
244956854,0
241335589,0
245164574,0
245175597,1
241982151,0
245032067,1
245081608,1
244964757,0
245170713,0
245133532,1
245128723,1
244977803,0
125857499,0
245100745,1
245123511,1
245150314,1
244985008,0
245060886,1
245265336,1
244991647,1
244964597,1
245144110,1
245089077,1
245057166,0
245076352,0
245094164,1
245042444,0
232228141,1
239610576,0
245127759,1
245198272,0
245205368,0
245042256,0
245190294,1
244917891,0
245002908,1
245205218,1
245102058,0
245059991,0
244944634,0
244993302,1
245121005,1
245060640,0
133910211,0
245255130,1
245021824,0
244973741,0
245109315,1
245185056,0
244954629,1
244999226,1
129090216,0
242526305,0
245184952,1
223891829,1
245180976,0
245166767,1
244989354,1
245113575,0
245038005,1
245046266,1
226381273,0
245167147,1
244964284,0
245236393,0
245151275,1
240572063,1
245134472,0
245087423,0
245109114,0
244290605,0
245067122,1
245203040,1
245089503,0
245176018,0
244973687,1
245115076,0
245097642,1
245270023,0
245026619,0
245106823,1
245059555,0
242468404,0
245165251,0
245134681,1
245255547,1
245085379,0
226725426,0
245102412,0
234317947,0
240764806,0
245141266,0
245212492,1
245140443,1
245229956,0
245224560,0
244950844,1
121280206,1
245171317,1
245146408,0
244984652,1
245179910,0
245254444,0
245248001,1
245047453,0
244968699,0
245101773,0
245179112,1
245021850,1
245145232,1
231025818,1
244964781,0
245074136,0
245159588,0
245237160,0
245070813,1
244979226,1
245047098,1
244931198,0
245159883,1
245194566,1
245048150,0
245129179,0
245113956,1
242843929,0
245086319,1
245135781,0
245102374,0
130673714,0
125594054,1
245226120,0
245033338,1
245060802,1
122558527,1
245150214,0
238256517,0
245186537,1
245050623,0
245078565,1
245056800,1
245171531,0
123305025,0
245061210,1
245054898,0
245129336,0
239439734,0
245230977,0
245075354,1
245085430,0
245145157,0
245177393,0
245246377,0
245047967,1
245046588,1
245078999,0
245114580,0
245134442,0
239634464,0
245135058,1
245096120,0
244848623,1
245178750,1
245059313,1
244967670,1
245100136,1
245119223,1
245027772,1
245119013,0
245078756,1
245088777,0
245084624,1
245186409,1
238101308,0
234622756,1
245002813,0
244987714,1
244169670,1
126237468,1
245112955,0
242971856,0
245059583,1
245222781,1
245115131,0
245252211,0
124901647,0
245098446,1
244991655,0
245040835,0
221400030,1
245175044,0
245094067,0
245136296,0
245156872,0
244940102,0
239567941,0
245023117,1
245165299,1
232425493,0
245090144,0
245277883,0
245172739,1
245190111,0
245001425,0
245007561,0
245020690,0
245221012,0
245118423,0
245241103,1
245085604,1
245112420,1
244988989,1
245116613,0
245079388,1
245179623,0
244952880,1
245047653,1
245041649,1
245122249,1
229999012,1
245130788,0
245073377,1
242583134,0
245199044,0
245065393,0
244989748,0
245170137,0
245043563,1
245119643,1
233995410,0
245147493,0
245224846,0
245179913,1
245083899,1
245130042,1
245011544,0
245141320,1
241584254,0
245202131,0
240674542,1
244971834,0
245125108,0
245022720,1
245034949,1
245160246,0
245100801,0
245023516,0
245101926,0
245200691,0
245205790,1
245030673,0
245083894,0
245043801,0
244968548,0
245220226,1
244995123,0
245075803,0
245113392,0
241092454,0
245186977,1
129477105,1
245096579,0
244966914,0
245156124,1
245118383,0
245242755,0
245086408,1
232417855,0
245074268,0
244989646,0
245162284,0
245246381,0
244292501,0
238720469,0
231595625,1
245145242,0
245064449,1
245138725,0
245180277,0
242246793,0
244954480,0
245117275,1
245109218,1
245100408,0
244981925,0
245074781,0
245005985,0
229966157,1
245167774,0
244982051,0
223699200,1
245039419,0
245135068,1
245128148,0
245084788,1
245041946,0
245085229,1
245100898,0
245145984,1
245021537,0
245116968,0
245129649,0
245060055,1
245114523,0
245084894,1
245080503,0
245079994,0
244956242,0
245116664,1
245229722,1
245133607,1
245188321,0
245063389,1
245135352,1
245107606,0
245205891,0
245055346,0
245191039,0
230276302,0
245089362,1
245141794,1
243009966,0
245196208,0
245245110,0
244954071,0
245155989,0
245041899,1
243179072,0
245150432,0
244953979,1
245037321,1
245146740,0
245116708,0
245090219,0
244977675,1
245134802,1
244987619,0
245138556,0
245035199,0
245080700,0
234973763,1
245171692,0
245170498,1
245230833,0
245091221,1
245011479,1
245119174,1
245261406,0
245220402,0
245190894,0
128056006,1
235944592,1
245075748,0
239510958,0
245124874,1
245216795,1
245152712,0
125354354,1
245247523,0
245141340,0
244930667,1
245252609,0
245251418,1
236045848,0
245260480,0
245122164,1
241678991,0
245252182,1
245000799,1
244967460,1
245086472,1
244149863,0
245098542,1
245085340,1
124621507,0
245102091,0
245212307,0
245264325,0
245122787,1
245041517,0
245073240,0
125521028,1
245127689,1
245196172,0
244977850,0
244961466,0
245085940,1
244993004,1
242906329,1
245105553,0
245130587,1
245268078,0
245031549,0
228365169,0
245155947,0
233048109,0
245177193,0
245065637,0
245063904,1
245102528,1
244987909,0
245225261,0
245171422,0
235093889,1
245154282,1
245166680,0
245136607,0
245073348,1
241596047,0
245067710,0
128532209,1
245166647,1
245212311,1
245202067,0
243360854,0
245113114,0
245093346,0
245090471,1
245102487,0
245123538,0
245021376,0
245086279,0
245144639,0
244242718,0
245124335,0
245156342,0
128601644,1
245044356,0
245201090,1
243422421,0
243373481,0
245092246,0
236796233,0
245133657,1
245103686,1
245006211,0
245036088,0
245080519,0
230257297,1
239031344,0
244935669,1
244973376,1
245091511,1
244049660,0
245240740,0
245113474,1
245107217,1
245044435,1
244985047,0
230702492,0
245191350,0
245120372,1
239067290,0
245138191,0
122883674,1
245022833,0
245100816,0
245089610,0
245114465,0
245179923,1
235895677,0
245010579,1
245043725,0
245092118,1
245079332,1
245187004,0
244959938,0
245134522,0
245107770,1
245172910,0
245231439,1
245081230,1
245181738,1
244964867,0
245259886,0
233263815,1
245085101,0
245112571,0
245129097,0
245051416,1
245085381,0
241658019,1
245062166,0
245074048,0
245152535,1
245147704,0
245275151,0
245064148,1
241817275,0
245067578,1
235562614,0
235137680,1
245190737,0
227117606,0
245031795,1
245211165,0
242108587,0
245108656,0
245221512,1
245225046,1
240362379,0
244956938,0
245099000,0
245160740,0
244456147,0
245205120,0
245152671,0
237890259,0
233243321,0
241411185,0
245047166,1
230177111,1
245123335,1
245226891,0
245106815,1
244989200,1
245093075,0
239470277,0
245237284,0
245156089,0
244997505,0
245036780,0
125203157,1
245103477,0
245144067,0
245169754,0
245096001,0
245202234,0
245046720,0
234923118,1
236247410,0
245064424,1
240788520,0
244973608,0
126186263,1
245171646,0
245001660,1
245070991,0
245127307,0
245127138,0
245016196,1
124627996,0
245092130,1
245003621,0
244940132,0
245117209,1
245216485,0
245208539,1
243173021,0
245192889,0
245191255,1
245128985,1
231855156,1
245169410,1
245080148,0
245207664,1
245071110,1
245226045,0
245230474,0
245161235,0
244967871,0
245154953,0
245172511,0
245115218,1
122181336,1
245219180,1
245205287,0
245201581,0
245064506,0
245064301,1
245060567,1
245001600,0
245069762,1
245226061,1
245093012,0
125028230,0
126151038,0
245247454,0
245097386,0
243030975,1
120606170,0
245229149,0
240626947,0
243092191,0
245059357,0
245145842,0
245065895,1
241960045,0
245060577,1
245111982,1
245237394,0
242488466,0
245047378,0
238425165,0
129161617,1
124007943,1
238872295,0
241462525,1
245061207,1
245159934,0
122810275,1
245201275,1
245114180,0
245226067,0
239280277,0
245196921,0
245017985,1
244959554,0
121638744,0
244945087,1
245120940,1
245133730,0
245067514,0
245067806,1
244963164,1
245075032,0
245031467,0
245050180,0
245093453,0
245047872,0
244967661,1
245206861,0
245170549,1
245226141,0
244963500,1
245122310,1
245091226,0
245082032,0
245172865,0
245145746,1
245059742,1
245166261,1
245122304,1
245241740,1
245108482,1
242521272,0
245100430,1
245203249,1
124682173,0
241995384,0
245074848,1
244982410,1
232579258,0
244277622,0
238475118,1
245170535,1
239016741,0
245192846,1
245202221,1
245001973,0
245219945,0
245087122,0
241986635,0
245112148,0
245079098,0
245216971,0
229824893,0
244964459,1
245138635,0
229984071,1
245184490,1
245151143,0
245166242,1
235890812,0
245146741,0
245037996,0
245122658,0
242998488,0
244982432,1
123437967,1
242265546,0
245148619,0
245107550,0
245030691,0
244944520,1
244977383,1
239512149,0
238233850,1
245121728,0
245123333,0
123852080,1
243411946,0
245120838,0
244519934,0
245235524,0
245070748,1
241553650,0
245180725,1
245098106,0
245115075,1
245170710,0
245211814,0
245226193,1
245091989,1
245091243,0
244991167,0
245083457,1
126081686,0
245194451,1
245082308,0
242922263,0
245207838,1
245043553,0
245098322,1
232439390,0
245117359,1
245256970,1
242977376,0
245229461,1
122486436,0
245226459,0
237271787,0
245243020,1
245101670,0
245177228,0
242139392,0
242758897,1
245147147,0
245242002,1
245255599,1
235475168,1
245211889,0
245074237,0
245135166,0
245119703,1
245187810,0
239426977,1
245089854,1
124985082,0
245091927,0
239474933,1
245216857,0
241891531,0
245002239,0
245202492,0
245211320,0
245073230,0
244957715,1
245166762,0
245216205,0
245022456,0
245064606,1
245252280,0
241794266,0
245162341,0
245262908,1
126007443,0
245124554,1
245002975,0
245003204,0
244960688,0
245127936,1
244565048,0
240019554,1
245180340,0
245113960,0
245061014,0
245037789,1
245144949,1
244964674,0
245030186,0
245095913,1
242882075,0
245147681,1
245227768,0
125133995,1
237976547,0
245064965,0
245168959,1
245207344,1
245174854,1
245063868,1
240065100,0
244975112,0
228411684,1
238470359,1
245161993,1
240384991,0
245098177,0
245170974,1
243866115,0
238585319,0
245172178,0
245208089,0
125092751,1
245060249,0
245166152,1
241255734,1
245250893,0
245170527,0
245206433,1
245185675,0
245085137,1
245055023,0
244963197,1
234625315,0
244163154,1
245216637,0
245030670,1
231615474,1
236256324,1
237781221,0
245037735,0
245171114,1
244334408,0
239652052,0
245149971,1
245061753,0
244946502,0
245206971,1
244930781,1
230879656,0
245225154,0
245106871,1
245135671,1
245127731,1
245202305,0
245206522,0
245118798,0
245035662,0
244954193,1
245133853,1
245180336,0
231047809,1
123005167,1
245090473,1
245113922,1
238621378,0
245119476,0
245123537,1
244935360,1
245185209,0
245050553,0
245084897,0
229905162,1
244967967,1
245235497,1
245134970,1
245136184,0
244950003,1
241793656,0
245150052,0
245160959,0
245057402,1
123172385,0
236428235,1
244762809,1
245179804,1
244948305,1
245055109,1
241665246,0
234416884,0
245101153,1
241373224,0
245051324,0
245247256,1
240261278,1
121953360,1
123076985,1
244662308,0
240061250,1
245096861,0
228615774,1
245219956,1
245128678,1
242971061,0
245100385,0
245116564,1
245002399,1
245093550,1
245081153,1
245118684,1
245151105,0
245212797,1
245139485,1
244983010,1
128668065,1
245173199,0
232121707,1
236248808,0
245141898,1
245120551,0
122773960,1
245035416,0
245091455,1
244936722,0
245146648,1
245061426,1
245144615,0
245185835,0
244986043,0
245169738,1
245230699,1
125736637,0
245121055,0
233968011,1
239598404,0
244738945,1
125652130,1
243052588,1
245005546,1
245142238,1
245046219,0
245173124,1
244797238,0
245118814,1
245096727,1
245145274,1
245175161,1
242291086,0
245226027,0
245145042,1
240204764,1
240271624,1
245087223,1
245001310,0
245086271,0
245035593,1
245229323,0
235384583,1
245065026,0
245248463,1
245035564,0
232295671,0
245106669,1
244981584,1
241918818,0
245131000,0
232621120,1
245164253,0
245118023,0
244987969,0
123184668,1
245222868,0
245061568,1
