UNIQUE_ID,Overall_Rating,Technical_Skills,Teamwork,Customer_Service,Hire_Again,High_Performer,Protected_Group,Retained
245213832,4,4,4,3,5,1,0,0
244994975,3,3,3,3,4,0,1,1
245002889,3,3,3,3,4,0,1,0
245103913,5,5,5,5,5,1,0,1
245129234,3,3,3,3,4,0,0,1
245001083,3,3,2,4,4,0,1,0
245018728,3,3,3,4,4,0,0,1
245206166,3,4,4,4,5,1,0,0
245170042,5,5,5,5,5,1,0,1
245185446,4,2,4,5,5,1,1,1
245118516,3,3,3,4,5,0,0,1
245226016,2,2,2,2,2,0,0,0
245224911,3,3,3,3,4,0,0,0
240096314,4,4,4,4,5,1,0,1
245125043,2,2,3,4,4,0,1,1
245230290,5,5,4,5,5,1,1,0
245216311,2,2,3,3,1,0,1,0
245175008,3,4,4,4,4,1,1,1
245084041,2,1,2,3,2,0,0,0
245133882,3,3,4,3,4,0,1,0
245031741,4,4,4,4,4,1,0,1
245048205,4,3,4,4,5,1,0,1
240700022,4,4,4,4,5,1,0,0
245026280,4,4,4,5,5,1,1,1
245165787,2,2,2,2,2,0,0,1
245014435,3,3,3,4,4,0,0,1
245103076,3,2,3,3,3,0,0,0
237149810,4,4,3,3,4,0,1,0
245246580,3,2,2,2,2,0,0,0
245190865,3,2,3,3,3,0,0,0
245080849,3,3,3,3,4,0,1,0
245074533,3,3,4,2,4,0,0,1
245037059,3,3,3,3,4,0,1,1
245207269,3,3,4,3,5,0,0,0
245103931,3,3,4,4,4,0,0,1
245159931,3,3,4,4,4,0,0,0
244990750,5,5,5,5,5,1,1,1
245060350,3,3,3,3,4,0,1,0
235053490,3,3,3,3,4,0,0,0
245166716,3,3,3,3,5,0,0,0
245070986,4,3.5,3.5,4,4.5,1,0,1
245155768,5,4,5,5,5,1,0,1
245139601,4,3,3,4,5,1,0,1
245113307,3,3,3,3,4,0,1,1
245077929,4,3,3,4,4,0,0,1
245130976,5,5,5,5,5,1,0,0
245255200,3,3,4,3,5,0,0,0
245276238,3,3,3,3,4,0,0,0
245073966,5,4,5,5,5,1,0,1
245080454,1,2,2,1,1,0,0,0
245195070,3,3,3,3,3,0,1,0
245113939,4,4,3,4,5,1,0,1
244985211,4,4,4,4,5,1,0,1
245114721,3,3,3,3,4,0,1,1
245021348,3,3,3,3,5,0,0,0
245185513,4,5,5,5,5,1,1,0
245096647,3,3,4,4,5,1,0,1
245079056,3,3,3,3,4,0,0,0
245119199,4,4,5,5,5,1,1,1
245220970,4,4,3,3,5,1,0,0
245066532,4,3,4,4,4,1,0,1
245144357,5,5,5,5,5,1,0,1
244956971,3,4,3,3,4,0,1,1
245114950,3,3,3,3,4,0,0,0
245156041,4,4,4,3,5,1,1,1
245057687,1,1,3,3,3,0,1,1
245107237,4,4,4,4,5,1,0,1
244954463,4,4,4,4,4,1,0,0
239687574,4,4,4,4,5,1,0,1
126273449,4,3,4,4,5,1,1,1
245256000,3,3,3,3,4,0,1,0
126415803,1,1,1,2,1,0,0,1
245114627,3,3,3,3,4,0,0,1
245102295,4,3,4,4,5,1,1,1
245075551,3,3,4,3,4,0,1,0
245156151,2.5,2.5,3,3.5,4,0,0,1
245070777,4,4,4,4,5,1,1,1
124087103,4,4,4,4,5,1,1,1
245256987,3,3,3,3,4,0,0,0
245095448,1,2,1,2,3,0,0,1
245157351,3,3,3,3,4,0,0,1
245067207,4,4,4,4,5,1,0,1
245092003,4,4,4,4,5,1,0,1
245055147,4,4,4,4,5,1,0,1
245103788,4,4,3,4,4,1,1,1
245122522,3,3,3,3,4,0,0,1
245031419,3,3,3,3,4,0,1,0
120257228,3,3,3,3,4,0,0,1
244581255,1,1,2,1,1,0,1,0
124684371,4,4,4,4,5,1,0,1
245061837,2,2,3,3,2,0,0,1
241913170,4,4,5,5,5,1,0,0
245087590,4,4,4,4,5,1,0,1
245014591,2,2,3,3,3,0,1,1
245033123,3,4,3,4,4,0,1,1
245124378,4,4,3,4,4,1,0,1
245206078,3,3,3,3,4,0,1,0
245161379,3,3,4,3,5,0,0,1
245066028,4,4,4,5,5,1,1,1
244940352,3,4,3,3,4,0,1,1
244937239,4,3,4,4,5,1,0,1
245141533,3,3,4,3,5,0,0,1
245196291,4,4,4,5,5,1,0,0
245046045,3,3,3,3,4,0,0,1
245172999,3,3,3,3,2,0,1,1
245252105,2,2,2,2,1,0,0,0
230356896,4,4,5,5,5,1,0,0
245035464,4,4,4,4,5,1,1,0
245097819,4,4,4,4,5,1,0,1
245248549,4,4,4,3.5,4.5,1,0,0
245106986,4,4,4,3,5,1,1,1
245145418,3,3,3,3,4,0,0,0
245201912,3,3,3,3,4,0,0,0
245175231,4,4,4,4,4,1,0,1
245118488,2,3,2,3,4,0,0,1
245075369,2,2,3,3,4,0,0,1
241658692,4,4,4,4,4,1,1,0
242283900,4,3,4,5,5,1,1,1
245127624,3,3,3,3,3,0,1,1
245225433,3,3,4,3,4,0,0,0
245212893,3,4,4,4,5,1,0,0
245245113,4,4,4,4,5,1,1,0
242270087,4.33,4,4.33,4.33,4.67,1,0,1
244983292,3,3,3,3,4,0,0,1
245134364,2,3,2,2,3,0,1,1
245164927,4,4,4,3,5,1,0,1
245222274,4,4,5,3,5,1,0,0
245154735,2,2,2,2,4,0,0,1
245049838,3,4,3,3,5,0,0,1
245062218,3,3,3,3,5,0,1,0
244957845,2,2,2,2,4,0,0,1
245091031,4,4,4,4,5,1,0,1
245202935,3,3,3,4,5,0,1,1
245206714,3,4,4,4,4,1,0,0
245146693,4,3,3,3,5,0,0,0
245116618,3,3,3,3,5,0,1,1
245250560,2,2,3,3,2,0,0,0
245096985,3,3,3,3,5,0,0,1
244981506,3,3,3,3,5,0,0,0
245164709,3,3,3,3,5,0,1,0
245069681,3,3,2,3,3,0,1,0
245152045,4,3,4,4,5,1,0,1
245091134,2,2,2,2,2,0,1,0
245112907,4,4,4,4,5,1,0,0
245157166,4,4,4,4,5,1,1,1
245113850,3,3,3,3,4,0,1,0
245178969,3,3,3.33,3.67,3.67,0,0,0
245103050,3,3,3,3,5,0,0,1
245035055,1,1,1,1,1,0,1,1
245147743,3,3,4,4,5,1,0,1
243080796,2,3,2,3,1,0,0,0
244982019,1,1,3,3,1,0,0,1
245129197,3,3,3,3,4,0,0,1
245066484,3,3,3,3,4,0,0,0
245095183,2,3,3,3,2,0,0,1
245062214,2,3,3,2,3,0,1,1
244209247,2,3,3,3,3,0,1,1
245118700,3,3,3,3,4,0,0,1
244967427,3,2,4,3,4,0,0,1
245207951,4,4,4,5,5,1,1,0
244994873,2,2,2,2,4,0,1,0
241204008,4,4,4,4,5,1,0,1
245192617,3,3,4,3.33,5,0,1,0
245079887,3,3,3,3,3,0,0,1
124245028,2,2,3,2,2,0,0,1
244239631,5,5,5,4,5,1,0,0
245046409,4,3,4,3,5,1,0,0
238086530,4,4,4,4,5,1,0,0
239196782,3,3,3,4,4,0,0,1
245139180,3,4,3,3,4,0,1,1
245081760,2,2,2,2,2,0,0,0
245207617,3,3,3,4,4,0,0,0
245139969,1,1,1,3,1,0,0,0
245231276,4,4,4,4,4,1,1,0
245080291,5,5,5,4,5,1,0,1
245259157,3,3,4,4,4,0,0,0
245195827,3,4,4,4,5,1,0,1
245095654,3,3,3,3,4,0,0,1
245081575,1.67,2,1.67,2.33,2.33,0,0,0
245264183,4,3,4,4,5,1,0,0
230372738,5,5,5,5,5,1,1,1
245122505,3,3,3,3,4,0,0,1
245176974,4,3,4,4,4,1,0,1
239483862,3,3,3,3,4,0,1,0
244964842,2,3,2,3,1,0,0,0
244985755,2,2,1,2,3,0,0,0
245086161,3,3,4,4,5,1,0,1
245095696,3,4,2,3,4,0,0,0
245100698,4,4,4,4,5,1,0,1
245074507,3,3,4,3,5,0,0,1
245211099,3,3,3,3,4,0,0,0
245130698,1,1,1,1,2,0,1,0
243349014,3.5,3,3.5,3.5,5,0,1,1
245150511,3,3,3,3,3,0,1,0
242972654,3,2,3,3,2,0,1,0
245073126,2,2,3,4,2,0,0,1
245145856,4,4,5,5,5,1,0,1
245079895,3,4,4,3,4,0,0,0
245194881,3,3,3,3,5,0,1,1
245172960,2,3,3,2,3,0,1,1
245062155,4,4,4,4,5,1,1,1
245091498,3,2,3,3,4,0,0,1
245229657,3,3,4,4,4,0,0,0
245087247,3,3,3,3,4,0,0,0
245197139,4,5,3,5,4,1,0,1
245001421,4,4,4,4,5,1,1,1
239637074,4,3,3,3,5,0,0,0
244967308,4,4,5,5,5,1,1,1
245150536,4,4,5,5,5,1,0,1
245119004,2,2.5,3,2,2.5,0,1,1
245101152,4,4,4,4,5,1,1,0
245180233,3,3,3,3,3,0,1,0
245206186,3,3,3,4,5,0,0,0
245037076,4,4,4,3,4,1,0,0
245181115,3,3,4,3,4,0,0,0
245116734,4,4,4,4,4,1,0,1
245138985,3,3,3,3,5,0,0,1
244916817,1,1,2,4,3,0,1,1
245144135,3,2,4,2,4,0,0,1
245008028,4,4,4,4,4,1,0,1
245236557,4,4,4,4,5,1,1,0
245081865,1,1,3,2,1,0,1,1
245069270,4,4,4,4,5,1,0,1
245124034,4,5,4,5,5,1,0,1
245179794,2,2,2,2,2,0,0,1
242445012,5,5,5,5,5,1,1,1
245087269,3,3,3,4,4,0,0,0
245124836,3,3,3,3,5,0,0,1
245160415,3,3,3,3,4,0,0,1
245010644,4,4,5,4,4,1,0,0
245119020,4,4,5,5,5,1,0,1
245222815,4,4,2,4,4,0,1,0
245032445,4,4,4,4,5,1,0,1
245151230,3,3,3,4,4,0,0,0
245146822,3,3,3,3,5,0,0,1
245069683,4,4,4,4,5,1,0,1
245068214,3.5,3,3.5,3.5,4,0,0,1
245081912,2,2,3,3,3,0,0,1
245261889,3,4,4,4,5,1,0,0
245036604,3,3,3,3,4,0,1,1
245086842,4,4,4,4,5,1,0,1
245101858,5,5,5,5,5,1,0,1
245202968,3,3,3,4,5,0,1,1
124958069,3,3,3,3,4,0,1,1
119953484,5,5,5,5,5,1,0,0
245015787,3,3,4,4,5,1,0,1
245205367,2.5,2.5,3,2.5,3.5,0,0,0
245103884,5,5,5,5,5,1,1,0
245087289,3,3,3,3,4,0,1,0
237930307,4,4,4,4,5,1,0,1
245206147,4,4,4,4,5,1,0,0
245115047,3,3,4,4,5,1,0,1
125701266,4,3,3,4,2,0,0,0
245047193,2,2,2,2,4,0,0,0
245226218,4,4,4,5,5,1,1,0
245111596,2,2,2,2,3,0,1,1
245185725,4,3.5,4,3.5,4,1,1,1
245090813,3,3,3,3,4,0,1,0
245189970,3,3,4,4,4,0,0,0
245122235,3.5,3.5,3.5,3.5,5,1,0,1
123387908,4,4,4,4,4,1,0,1
239230251,3,3,3,3,5,0,0,1
244414602,5,4,5,4,5,1,1,0
245113576,5,5,5,5,5,1,0,1
245000546,3,3,4,3,4,0,1,0
244933285,3,3,3,3,4,0,1,1
245206764,2,2,1,2,1,0,1,0
245107900,3,3,3,3,3,0,0,1
244983099,2,3,3,3,4,0,0,0
245030726,2,3,3,3,2,0,1,0
245074031,3,3,3,3,4,0,0,1
245091840,2,2,2,1,2,0,1,0
245151829,3,3,3,3,4,0,0,1
245139709,4,4,4,4,5,1,1,1
245121015,1,2,2,2,1,0,0,1
244991288,4,4,5,4,5,1,1,1
234623642,1,2,2,2,1,0,0,0
245093283,3,3,4,3,4,0,0,1
245073290,4,4,4,3,4,1,1,1
245103450,4,4,4,4,4,1,0,1
245120489,2,2,3,2,2,0,0,1
245241870,3,3,3,3,4,0,0,0
245081501,3,4,3,1,5,0,0,1
245145215,3,3,3,3,4,0,1,0
245134949,3,3,2,3,4,0,0,0
245187760,3,3,3,4,4,0,1,1
245043598,3,3,4,4,5,1,0,1
121088621,4,4,4,4,5,1,0,1
245082149,3,3,4,4,4,0,1,0
245116725,4,4,4,4,4,1,0,0
245129832,3,3,4,3,4,0,1,0
245157420,3,3,4,2,4,0,0,1
245033404,4,4,4,4,5,1,1,1
245144937,4,4,5,5,5,1,0,0
245213739,4,4,4,4,5,1,0,0
245125060,4,4,5,5,5,1,0,1
245229094,3,3,3,3,4,0,1,0
245061830,3,3,4,4,4,0,1,1
245118216,4,4,4,4,5,1,1,0
245017265,3,3,3,4,4,0,1,1
245123099,4,4,4,4,5,1,1,1
244953769,3,3,3,3,4,0,0,1
244974541,2.5,3,3.5,2.5,3,0,0,1
245254361,3,3,3,3,4,0,0,0
245147112,4,4,3,3,4,0,0,0
245166815,3,3,3,3,4,0,0,1
244977963,3,3,4,4,5,1,0,1
245205384,1,2,2,1,1,0,1,0
244950624,4,4,4,4,4,1,0,1
245021457,4,4,4,4,5,1,1,1
245195336,4,4,4,4,5,1,1,0
244297317,3,3,3,3,5,0,0,0
240129735,5,4,5,5,5,1,0,1
245165332,4,4,4,4,5,1,1,1
244968317,3,3,3,3,4,0,0,1
228240147,2,1,1,5,2,0,0,0
245240619,3,3,3,3,5,0,1,0
235655033,3,3,4,4,4,0,0,1
240842841,4,4,4,4,5,1,1,1
232064549,3,3,4,5,4,1,0,0
245256451,1,1,1,1,1,0,0,0
245107963,3,3,3,3,3,0,0,1
245065926,2,2,2,2,4,0,0,1
244956441,4,4,4,3,5,1,1,1
245143619,2,2,3,3,3,0,1,0
245235473,3,2.5,3.5,3.5,4,0,1,0
245014891,3,3,3,3,2,0,0,0
239478395,3,3,5,5,5,1,0,1
244944920,4,3.5,4,4,5,1,0,1
245136274,4,4,4,5,5,1,0,0
245129078,3,3,3,3,4,0,0,1
245263652,5,5,5,4,5,1,0,0
245080695,5,5,5,5,5,1,0,1
245187416,4,4,3,3,5,1,0,1
245112402,4,3,4,3,5,1,0,0
245174932,3,3,3,3,5,0,0,0
245199048,3,4,3,4,4,0,0,1
238376785,3,3,4,4,3,0,0,1
245261066,3,3,4,3,5,0,0,0
245062505,3,3,3,3,4,0,0,0
245090895,4,3,4,3,5,1,0,1
242359887,3,4,3,5,3,0,0,1
241357635,3,3,3,3,4,0,0,0
245150625,4,4,4,4,5,1,0,1
245174682,5,5,5,5,5,1,0,1
125888360,4,3,5,4,5,1,0,1
244957994,3,3,3,3,5,0,0,1
245216961,3,3,3,3,2,0,0,0
245107694,3,3,4,2,4,0,0,1
245077902,3,3,3,2,4,0,1,1
245046071,3,3,3,3,4,0,0,1
245073406,3,3,3,3,4,0,1,1
245193115,4,4,4,4,4,1,0,0
245114948,3,3,3,3,5,0,1,0
228521812,4,4,4,4,5,1,0,1
245052595,3,3,4,4,4,0,0,1
244936284,5,3,5,5,5,1,0,0
245097259,3,3,3,3,5,0,1,1
245170762,4,3,4,4,4,1,0,1
245086314,4,3,3,3,5,0,1,1
245222212,3,3,3,4,5,0,0,0
245047007,2,2,3,3,2,0,1,1
245152716,2,2,2,3,1,0,1,1
245231712,2,2,2,2,3,0,0,0
245103438,3,3,3,3,4,0,0,1
245124435,4,4,5,5,5,1,0,1
238938570,4,4,4,3,5,1,0,1
245071180,3,3,3,3,5,0,0,0
232513315,3,3,2,2,3,0,1,0
245135974,3,3,4,3,5,0,0,1
244933188,3,4,3,3,4,0,1,0
245033164,1,1,1,1,1,0,1,1
245220926,3,3,3,3,4,0,0,0
245108279,3,3,3,3,4,0,0,1
245174953,3,2.5,3,3,4.5,0,1,1
245000725,3.5,3.5,3.5,3.5,4.5,0,1,1
244988655,2,2,3,3,2,0,1,0
245187275,3,2,4,3,4,0,0,1
245120471,4,4,4,4,5,1,0,1
245180742,2,2,3,2,2,0,0,0
245026582,3,3,4,4,5,1,1,1
245174675,4,3,4,4,5,1,0,1
245124467,3,4,3,4,4,0,0,0
245180694,2,2,3,3,4,0,0,1
245208256,4,4,4,4,5,1,0,1
245206614,3,3,3,3,4,0,1,0
245015661,3,3,3,3,4,0,0,1
245085275,2,2,2,2,3,0,1,0
245226740,3,3,3,3,4,0,0,0
245133740,5,5,5,5,5,1,1,0
242746165,3,3,2,3,4,0,0,0
123617172,3,4,4,4,3,0,1,0
245074366,4,4,4,4,5,1,0,0
245085085,3,2,2,3,4,0,0,1
239588315,4,4,4,3,5,1,0,1
245247232,3,3,3,3,4,0,0,0
245165386,2,2,2,2,2,0,1,0
245027178,4,4,4,3,5,1,0,1
245201862,4,3,4,4,5,1,1,0
244952647,1,1,1,1,1,0,1,0
245136597,3,3,3,3,4,0,0,1
245073650,3,3,4,4,4,0,0,1
244982839,3,4,4,3,5,1,0,0
245067688,5,5,5,4,5,1,1,1
245170295,3,3,3,3,5,0,1,1
242115335,3,4,4,4,5,1,1,1
245181173,2,2,2,2,3,0,0,1
245263933,4,3,4,4,5,1,0,0
245235160,3,2,3,3,4,0,0,0
239193467,3,2,3,3,3,0,1,0
240740064,3,3,4,3,4,0,0,1
245124975,3,3,3,3,4,0,1,1
245190971,4,4,4,4,5,1,1,0
245125180,3,3,3,3,4,0,0,1
245112539,3,3,3,4,5,0,0,0
245166560,3,3,3,2,4,0,0,1
245088822,2,3,4,3,4,0,1,0
245090869,4,2,5,4,5,1,0,1
245069376,1,1,2,2,1,0,0,0
245116835,3,3,3,3,5,0,1,1
244937210,5,5,5,4,5,1,0,0
243881267,1,1,1,2,2,0,0,0
232296302,3,3,4,4,4,0,0,1
245120549,3,3,3,3,4,0,1,1
245055573,3,3,3,3,4,0,1,1
245117445,4,4,4,4,4,1,0,0
245121465,4,4,4,4,5,1,1,1
245074827,2,2,2,2,3,0,0,1
245080919,3,3,4,4,3,0,1,1
244991905,4,4,4,4,4,1,0,1
120386083,3,4,4,3,4,0,0,1
129147101,3,3,3,4,3,0,0,0
237500970,4,4,4,4,5,1,0,1
245208076,4,4,4,4,4.5,1,0,0
245080823,4,4,3,4,5,1,0,1
245085425,3,2,2,2,3,0,1,0
245023570,3,3,3,3,4,0,0,0
245119271,3,3,2,2,4,0,0,1
244941808,3,3,3,3,4,0,1,1
245128451,2,3,3,4,4,0,0,1
245216806,4,4,4,4,4.5,1,0,0
231208393,4,4,4,4,5,1,1,0
244993089,3,3,3,3,4,0,0,0
241532318,3,2,3,3,4,0,1,1
242280846,3,3,3,3,4,0,1,0
245179357,4,3,4,4,5,1,1,1
245118317,5,5,5,5,5,1,0,0
241422510,4,4,4,4,4.5,1,0,0
129226489,2,4,4,5,4,1,0,0
245230477,5,5,5,5,5,1,1,0
244993500,4,4,4,4,5,1,0,1
245134539,2,3,2,3,4,0,1,1
245085573,3,3,3,3,4,0,0,1
245055822,3.5,3.5,3.5,3.5,4.5,0,0,0
245047973,3,3,4,4,4,0,0,1
245155527,1,1,1,1,1,0,0,1
245148102,3,3,3,3,4,0,0,1
245103523,1,3,1,1,1,0,1,1
245170072,5,5,5,5,5,1,0,0
245236686,3,3,3,3,4,0,0,0
230577618,1,1,2,1,2,0,0,1
245135052,2,2,3,2,3,0,0,1
245075209,3,3,3,3,4,0,0,1
245091699,4,3,4,4,5,1,1,0
245147854,3,3,3,3,3,0,0,1
245151495,3,4,3,4,4,0,0,1
244976109,4,4,4,4,5,1,0,1
228052330,4,5,4,5,5,1,1,1
245185100,2,2,2,3,2,0,0,1
244932213,4,3,2,1,4,0,1,0
245101688,1,1,2,3,1,0,0,0
245113198,1,1,1,1,1,0,1,1
245154758,4,4,4,4,4,1,1,1
245242950,2,2,3,3,3,0,1,0
245212550,2,2,2,2,2,0,0,0
245093502,3,3,4,3,4,0,0,1
245048593,2,2,3,2,2,0,1,1
245176297,5,5,5,5,5,1,0,0
245120508,2,2.5,2,2.5,3.5,0,0,1
236035382,2,3,3,3,2,0,0,0
245166431,1,2,2,3,1,0,0,0
239618440,4,4,4,4,5,1,0,1
245093322,2,1,2,1,3,0,1,1
245164397,4,4,4,5,5,1,0,1
242063355,5,5,5,5,5,1,0,1
245211816,2.5,2.5,2.5,2.5,3,0,1,0
245167343,3,3,3,3,4,0,1,1
245195490,4,4,4,4,5,1,1,1
245167267,4,4,4,4,5,1,0,0
245112602,4,4,4,4,5,1,1,0
245219207,2,2,3,3,2,0,0,0
245145972,3,3,3,3,4,0,1,1
245100516,3,3,3,3,4,0,1,1
245032996,3,2,3,3,3,0,1,1
240545333,3,4,4,3,3,0,1,1
245090278,3,3,3,3,5,0,0,1
121466504,4,4,4,4,5,1,0,1
245276211,3,3,3,3,5,0,0,0
245190407,4,4,4,5,5,1,0,0
245030694,3,4,3,4,5,1,0,1
245090023,4,4,4,4,5,1,1,1
237918200,3,3,4,4,5,1,1,1
245146771,4,4,4,3,5,1,0,0
245079292,5,5,5,3,5,1,1,1
245010107,4,4,5,5,5,1,0,1
244195480,3,3,3,3,4,0,1,1
123334626,3,3,3,3,4,0,0,0
245112965,1,1,1,1,1,0,0,0
245016155,2,2,3,3,3,0,1,1
245205252,2,2,3,3,2,0,0,0
244960659,3,3,3,3,4,0,1,1
245096840,2,3,2,1,2,0,0,1
244975473,3,4,3,3,3,0,0,0
245052831,4,3,4,4,5,1,0,1
245123599,4,3,4,4,5,1,0,1
245081307,3.5,3.5,3,4,5,1,0,1
245176513,2,3,3,3,4,0,0,1
245114639,1,2,2,1,2,0,1,0
245171195,4,5,3,4,4,1,0,0
244965163,4,4,4,4,5,1,1,0
245014401,4,4,4,4,5,1,0,0
242714288,3,4,4,3,4,0,1,0
245134876,5,4,4,4,5,1,0,1
244939150,4,3,4,3,4,0,1,0
245174952,2,2,3,3,4,0,1,0
245102529,3,3,4,4,4,0,0,1
242222650,3,3,3,3,5,0,1,1
245220781,4,4,4,4,5,1,1,0
244989323,2,2,2,3,4,0,1,0
245186758,3,3,3,3,4,0,0,0
245102820,1,1,2,1,1,0,0,1
245067483,2,2,2,2,3,0,1,1
245252688,3,3,3,3,4,0,0,0
244262660,3,3,3,3,4,0,0,0
242911866,1,1,1.5,2,2,0,0,0
245180741,4.5,4,4.5,4.5,4.5,1,1,1
245135323,4,4,5,5,5,1,1,1
