UNIQUE_ID,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Sum,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,predicted_Y
244974543,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,13.0,4.0,4.0,4.0,1.5,1.0,5.75,1.0,2.5,1.0,1.0,1.5,1.0,1.5,2.0,6.0,5.0,3.0,3.0,3.0,2.0,6.0,2.0,7.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,4.0,7.0,1.0,0.5065043525246953
245171593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,9.0,1.5,3.75,2.25,3.5,1.0,5.25,1.0,3.25,1.0,1.0,3.25,1.0,1.75,4.0,3.0,2.0,6.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.5062893749657793
245085976,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,2.25,4.0,4.0,1.0,1.5,4.0,1.0,2.5,1.0,1.0,1.25,1.5,2.5,1.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,0.506195622391831
245070148,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,3.25,1.0,1.75,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.25,1.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,6.0,1.0,0.5061834086946105
245113588,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,1.0,-1.0,2.0,2.0,1.0,7.0,1.0,3.0,3.75,4.0,1.0,5.25,1.75,2.0,1.0,1.25,4.0,2.25,2.25,4.0,1.0,4.0,7.0,1.0,2.0,4.0,1.0,7.0,1.0,1.0,4.0,6.0,3.0,4.0,5.0,1.0,7.0,1.0,1.0,0.5060739289526951
243866115,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,4.0,4.0,4.0,1.25,2.5,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.25,2.0,6.0,5.0,3.0,2.0,1.0,1.0,6.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,0.5059897962213011
245160525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,2.5,4.0,4.0,4.0,1.75,5.25,1.75,1.0,1.0,1.0,1.0,1.75,1.25,1.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,0.5058375997858416
244949631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,-2.0,2.0,1.0,1.0,2.0,1.0,9.0,2.5,4.0,4.0,1.5,1.0,5.5,1.0,3.25,1.0,1.0,3.25,1.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,0.5055679760820847
244945589,1.0,1.0,6.0,0.0,1.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,8.0,2.05,3.75,2.25,1.0,1.75,4.25,2.0,1.5,1.0,1.5,4.0,2.5,3.5,3.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,0.5055412905897539
245145242,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,4.0,4.0,4.0,1.75,1.0,4.5,1.0,3.75,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,6.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,0.5055229557628705
244968934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,2.5,3.25,4.0,1.0,1.0,6.0,1.0,2.5,1.0,1.0,3.25,1.0,2.75,1.0,1.0,3.0,5.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,0.5054841366531744
244988033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,6.0,4.0,4.0,3.25,1.75,1.75,6.0,1.75,3.25,1.0,1.0,1.75,1.0,1.5,1.0,3.0,5.0,5.0,2.0,1.0,1.0,6.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,0.5054779939455031
245081525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,-1.0,1.0,1.0,6.0,3.25,2.5,2.5,4.0,1.0,5.25,1.0,1.0,1.0,1.0,1.0,2.5,2.75,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,0.5054744771323842
245169738,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,11.0,3.5,4.0,3.5,1.0,2.5,4.75,1.0,2.75,1.0,1.0,1.75,1.0,1.5,1.0,7.0,4.0,3.0,2.0,1.0,2.0,6.0,2.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,0.5054532773514184
245180819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12.0,1.0,4.0,2.5,1.0,1.0,5.25,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,0.5054053240529917
239031344,1.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,13.0,4.0,3.25,3.25,1.0,3.0,5.5,1.0,2.5,1.0,1.25,1.25,1.75,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,7.0,5.0,6.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,7.0,1.0,0.5053104501370892
245260439,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,3.25,2.5,3.25,1.0,2.5,4.9,1.75,1.75,2.5,1.0,1.0,1.75,1.25,2.0,6.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,7.0,4.0,4.2,1.0,0.5052880732791479
245075748,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,4.0,4.0,1.0,1.75,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,1.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.8,1.0,0.505276427704817
245162263,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,12.0,4.0,4.0,4.0,1.75,1.0,6.0,1.0,1.5,1.0,1.0,1.25,1.0,1.75,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,7.0,4.0,1.0,0.505256357032619
245057767,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,8.0,4.0,4.0,3.25,1.75,1.75,5.5,1.0,1.75,1.0,1.0,1.75,1.75,1.25,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,0.5051974160048742
245096593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.75,2.5,3.75,2.25,1.5,5.0,1.75,2.25,1.25,1.0,3.0,2.0,2.25,2.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,1.0,0.5051715544864342
245144600,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,12.0,2.25,3.75,3.25,1.75,1.0,4.25,1.0,1.25,1.0,1.0,2.75,1.25,2.25,2.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,6.0,4.0,2.0,5.0,4.0,3.0,1.0,1.0,0.5050960664308316
245022065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,7.0,2.0,4.0,3.75,2.0,1.0,6.0,1.0,2.15,1.75,1.5,3.5,1.0,3.75,2.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.5050637612123594
245051308,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,8.0,2.5,3.25,3.25,2.25,1.75,4.75,1.0,2.25,1.0,1.0,2.75,1.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.5050231444267658
241109731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,1.75,4.0,4.0,1.0,1.75,5.5,1.0,1.75,1.0,1.0,3.25,1.75,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,6.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,0.5049378152208978
245036031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,10.0,2.5,3.25,2.5,1.5,1.5,5.25,1.5,1.75,1.75,1.0,3.0,1.5,2.0,1.0,4.0,3.0,6.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,3.0,0.5048677868949237
245219956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,11.0,2.0,4.0,4.0,1.75,3.0,5.25,1.0,3.0,1.0,1.0,2.5,1.0,2.25,1.0,6.0,5.0,1.0,2.0,1.0,1.0,8.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,6.0,1.0,0.5048589575250888
245112344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,10.0,1.25,3.5,3.75,4.0,1.0,5.5,1.0,2.0,1.0,1.0,3.5,1.25,2.25,2.0,1.0,3.0,7.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,7.0,7.0,7.0,1.0,0.5048195479051026
245031549,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,11.0,2.5,4.0,3.25,1.75,3.25,4.75,1.0,2.0,1.0,1.0,3.25,1.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.5048097889920419
