UNIQUE_ID,Scenario1_1_score,Scenario1_2_score,Scenario1_3_score,Scenario1_4_score,Scenario1_5_score,Scenario1_6_score,Scenario1_7_score,Scenario1_8_score,Scenario2_1_score,Scenario2_2_score,Scenario2_3_score,Scenario2_4_score,Scenario2_5_score,Scenario2_6_score,Scenario2_7_score,Scenario2_8_score,SJ_Most_1_score,SJ_Most_2_score,SJ_Most_3_score,SJ_Most_4_score,SJ_Most_5_score,SJ_Most_6_score,SJ_Most_7_score,SJ_Most_8_score,SJ_Most_9_score,SJ_Least_1_score,SJ_Least_2_score,SJ_Least_3_score,SJ_Least_4_score,SJ_Least_5_score,SJ_Least_6_score,SJ_Least_7_score,SJ_Least_8_score,SJ_Least_9_score,SJ_Total_1_score,SJ_Total_2_score,SJ_Total_3_score,SJ_Total_4_score,SJ_Total_5_score,SJ_Total_6_score,SJ_Total_7_score,SJ_Total_8_score,SJ_Sum,average_S1,average_S2,average_S3,average_S4,average_S5,average_S6,average_S7,average_S8,average_S9,average_S10,average_S11,average_S12,average_S13,Biodata_01,Biodata_02,Biodata_03,Biodata_04,Biodata_05,Biodata_06,Biodata_07,Biodata_08,Biodata_09,Biodata_10,Biodata_11,Biodata_12,Biodata_13,Biodata_14,Biodata_15,Biodata_16,Biodata_17,Biodata_18,Biodata_19,Biodata_20,predicted_Y
245118667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,12.0,3.0,3.25,3.0,2.0,1.75,3.75,2.0,2.25,1.75,2.0,2.0,2.0,2.75,2.0,3.0,1.0,1.0,2.0,3.0,2.0,8.0,4.0,7.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,6.0,3.0,1.0,0.5037307873294344
245097154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,2.0,1.0,4.0,2.75,3.5,3.0,2.0,3.5,5.75,1.25,1.75,1.0,1.0,1.25,1.75,2.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,7.0,7.0,5.0,1.0,0.5037188516111053
245174611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.25,3.0,3.25,2.0,2.25,5.5,1.25,2.75,1.25,2.25,2.75,3.25,1.75,2.0,1.0,2.0,7.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,7.0,7.0,4.0,1.0,0.5037000306846755
245081120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,10.0,1.5,2.0,4.0,1.75,2.25,2.75,2.5,3.5,1.0,1.75,1.0,1.5,2.5,2.0,1.0,7.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,7.0,7.0,5.0,1.0,0.5036974359570219
245145746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,0.0,2.0,10.0,2.25,3.0,2.75,2.25,2.5,4.75,2.5,2.75,1.0,2.0,2.5,1.5,2.25,2.0,3.0,4.0,1.0,2.0,2.0,1.0,8.0,6.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,0.50369497591389
245247459,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,11.0,2.0,2.75,1.75,1.5,1.75,3.5,2.25,2.75,1.25,2.0,3.5,3.0,3.25,3.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,7.0,7.0,3.0,1.0,0.5036465606453289
245113597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,9.0,1.5,3.5,2.5,1.75,3.25,4.75,1.0,4.0,1.0,1.5,4.0,1.0,1.25,3.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,0.5036229098761579
245141179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,1.75,3.5,2.25,3.25,3.0,4.0,1.25,3.0,1.0,2.5,3.25,3.25,3.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,6.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,0.5036011287618378
230177111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,2.75,3.25,3.0,1.7,2.25,4.5,1.75,2.75,2.0,2.0,2.0,2.0,2.75,2.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,7.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,0.5035595534181548
244154418,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8,1.2,1.0,2.0,2.0,1.0,1.0,1.0,8.0,1.25,3.75,2.25,2.0,2.5,5.25,1.0,1.5,1.0,1.0,2.25,1.0,2.15,2.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,7.0,2.4,1.0,0.5035104155582509
245041848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,12.0,1.75,3.0,2.5,2.0,1.5,4.5,1.0,2.25,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,7.0,7.0,5.0,1.0,0.5034950982953846
244954960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,3.75,3.25,1.0,1.5,4.0,1.5,1.75,1.0,2.0,3.25,3.75,2.75,2.0,1.0,3.0,7.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,7.0,7.0,4.2,1.0,0.5034889421144619
245256970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,2.5,4.0,2.5,2.5,2.5,3.5,1.0,2.5,1.0,1.0,1.75,1.0,2.25,2.0,3.0,4.0,1.0,2.0,1.0,1.0,8.0,5.0,7.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,6.0,3.2,1.0,0.5034674664382713
245060967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,2.25,2.5,3.5,1.75,4.5,1.25,2.75,1.0,2.5,3.75,2.0,2.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,7.0,7.0,5.0,1.0,0.5034120343122884
245155919,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,10.0,2.0,3.75,1.25,2.0,1.75,3.0,2.25,3.0,1.0,1.75,3.5,4.0,3.75,2.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,7.0,7.0,5.0,1.0,0.5034027624049605
128601644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,2.0,4.0,2.0,3.25,1.5,5.25,1.0,1.25,1.0,1.0,2.75,1.5,1.75,2.0,7.0,2.0,1.0,2.0,3.0,2.0,8.0,6.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,6.0,5.0,2.0,0.5033928941985715
245076253,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.25,2.25,2.5,1.75,2.5,2.75,1.5,2.5,1.5,2.75,2.25,3.0,4.5,3.0,1.0,6.0,7.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,7.0,7.0,3.0,1.0,0.5033600781731158
245086408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.75,3.5,2.5,2.75,2.5,4.75,1.5,2.75,1.25,1.5,2.5,1.75,2.0,2.0,8.0,6.0,1.0,1.0,2.0,1.0,8.0,6.0,7.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,6.0,1.0,1.0,0.5033497654644971
245107593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,1.75,4.0,2.5,3.75,1.0,1.25,1.0,1.0,3.25,2.0,1.25,2.0,3.0,5.0,1.0,1.0,2.0,1.0,8.0,4.0,6.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,6.0,1.0,1.0,0.5033461917189237
245180894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,-1.0,7.0,1.75,3.25,3.25,1.0,1.75,4.5,2.5,1.0,3.25,1.0,3.25,1.75,1.25,1.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,7.0,7.0,6.0,1.0,0.5033411535628418
244953146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,2.0,2.0,1.0,9.0,1.0,3.5,1.25,1.25,2.5,4.5,2.0,1.5,1.0,1.5,3.25,1.5,1.5,3.0,1.0,6.0,7.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,7.0,7.0,3.0,1.0,0.5033304260899306
245159883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,6.0,1.75,3.25,2.75,3.0,2.25,4.75,1.25,2.5,1.25,2.0,2.75,1.75,1.75,3.0,3.0,5.0,2.0,1.0,2.0,2.0,7.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,0.5033267472940386
245046454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,1.0,1.0,6.0,1.75,2.75,2.0,3.0,2.5,4.75,3.0,2.75,2.0,2.5,2.5,1.75,2.5,3.0,3.0,7.0,1.0,1.0,4.0,3.0,8.0,6.0,7.0,1.0,3.0,6.0,4.0,4.0,6.0,3.0,6.0,5.0,1.0,0.5032833164703414
241255734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,12.0,2.5,3.25,3.25,1.75,2.5,4.5,1.0,2.0,1.25,1.0,2.0,2.0,1.5,2.0,2.0,5.0,1.0,2.0,2.0,1.0,7.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,1.0,0.5032766987399864
245106823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,10.0,2.0,4.0,3.25,2.0,2.25,4.75,1.75,1.5,1.0,2.0,2.75,1.5,2.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,8.0,4.0,6.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,6.0,1.0,1.0,0.5032603472497392
245093227,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,12.0,1.75,2.5,2.75,4.0,2.25,4.75,2.0,2.5,2.0,2.0,3.0,2.0,2.5,2.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,7.0,7.0,4.0,1.0,0.5032537542749664
245098090,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,10.0,2.75,3.75,2.75,2.0,3.25,5.25,1.0,4.0,1.0,1.0,1.75,1.0,1.25,1.0,1.0,6.0,7.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,5.0,1.0,0.5032408983032203
245064301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,-1.0,2.0,1.0,1.0,1.0,8.0,2.0,4.0,2.25,3.0,3.0,5.25,1.5,3.25,1.0,1.25,2.75,1.5,1.5,3.0,3.0,3.0,1.0,1.0,3.0,3.0,8.0,2.0,7.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,6.0,5.0,1.0,0.5032328177880818
245118389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6,1.0,0.0,2.0,0.0,2.0,0.0,5.0,2.5,2.75,2.75,2.75,1.5,5.75,2.0,2.75,1.0,1.0,2.5,3.0,2.45,3.0,1.0,5.0,7.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,7.0,7.0,3.4,1.0,0.5031762700937066
